Companyname	attribute	value	fiscial_year	quarter	date_inserted	source	unit
Nelly	Totala Skulder och Eget kapital	914	2025	2	2026-04-02 11:52:28+00	borsdata	MSEK
Nelly	Totala Skulder och Eget kapital	975	2025	3	2026-04-02 11:52:28+00	borsdata	MSEK
Nelly	Totala Skulder och Eget kapital	990	2025	4	2026-04-02 11:52:28+00	borsdata	MSEK
Nelly	Nettoomsättning/Aktie	7.88	2023	3	2026-04-02 11:52:28+00	borsdata	SEK
Nelly	Nettoomsättning/Aktie	10.05	2023	4	2026-04-02 11:52:28+00	borsdata	SEK
Nelly	Nettoomsättning/Aktie	7.41	2024	1	2026-04-02 11:52:28+00	borsdata	SEK
Nelly	Nettoomsättning/Aktie	10.47	2024	2	2026-04-02 11:52:28+00	borsdata	SEK
Nelly	Nettoomsättning/Aktie	7.99	2024	3	2026-04-02 11:52:28+00	borsdata	SEK
Nelly	Nettoomsättning/Aktie	10.61	2024	4	2026-04-02 11:52:28+00	borsdata	SEK
Nelly	Nettoomsättning/Aktie	8.26	2025	1	2026-04-02 11:52:28+00	borsdata	SEK
Nelly	Nettoomsättning/Aktie	12.06	2025	2	2026-04-02 11:52:28+00	borsdata	SEK
Nelly	Nettoomsättning/Aktie	9.46	2025	3	2026-04-02 11:52:28+00	borsdata	SEK
Nelly	Nettoomsättning/Aktie	12.35	2025	4	2026-04-02 11:52:28+00	borsdata	SEK
Nelly	EBITDA / Aktie	0.82	2023	3	2026-04-02 11:52:28+00	borsdata	SEK
Nelly	EBITDA / Aktie	1.23	2023	4	2026-04-02 11:52:28+00	borsdata	SEK
Nelly	EBITDA / Aktie	0.47	2024	1	2026-04-02 11:52:28+00	borsdata	SEK
Nelly	EBITDA / Aktie	1.44	2024	2	2026-04-02 11:52:28+00	borsdata	SEK
Nelly	EBITDA / Aktie	1.28	2024	3	2026-04-02 11:52:28+00	borsdata	SEK
Nelly	EBITDA / Aktie	1.67	2024	4	2026-04-02 11:52:28+00	borsdata	SEK
Nelly	EBITDA / Aktie	1.10	2025	1	2026-04-02 11:52:28+00	borsdata	SEK
Nelly	EBITDA / Aktie	2.29	2025	2	2026-04-02 11:52:28+00	borsdata	SEK
Nelly	EBITDA / Aktie	1.91	2025	3	2026-04-02 11:52:28+00	borsdata	SEK
Nelly	EBITDA / Aktie	2.09	2025	4	2026-04-02 11:52:28+00	borsdata	SEK
Nelly	Vinst/Aktie	0.30	2023	3	2026-04-02 11:52:28+00	borsdata	SEK
Nelly	Vinst/Aktie	0.66	2023	4	2026-04-02 11:52:28+00	borsdata	SEK
Nelly	Vinst/Aktie	-0.06	2024	1	2026-04-02 11:52:28+00	borsdata	SEK
Nelly	Vinst/Aktie	0.89	2024	2	2026-04-02 11:52:28+00	borsdata	SEK
Nelly	Vinst/Aktie	0.74	2024	3	2026-04-02 11:52:28+00	borsdata	SEK
Nelly	Vinst/Aktie	1.21	2024	4	2026-04-02 11:52:28+00	borsdata	SEK
Nelly	Vinst/Aktie	0.54	2025	1	2026-04-02 11:52:28+00	borsdata	SEK
Nelly	Vinst/Aktie	1.75	2025	2	2026-04-02 11:52:28+00	borsdata	SEK
Nelly	Vinst/Aktie	1.38	2025	3	2026-04-02 11:52:28+00	borsdata	SEK
Nelly	Vinst/Aktie	1.94	2025	4	2026-04-02 11:52:28+00	borsdata	SEK
Nelly	Utdelning	0.00	2023	3	2026-04-02 11:52:28+00	borsdata	SEK
Nelly	Utdelning	0.83	2023	4	2026-04-02 11:52:28+00	borsdata	SEK
Nelly	Utdelning	0.83	2024	1	2026-04-02 11:52:28+00	borsdata	SEK
Nelly	Utdelning	0.83	2024	2	2026-04-02 11:52:28+00	borsdata	SEK
Nelly	Utdelning	0.83	2024	3	2026-04-02 11:52:28+00	borsdata	SEK
Nelly	Utdelning	0.00	2024	4	2026-04-02 11:52:28+00	borsdata	SEK
Nelly	Utdelning	0.00	2025	1	2026-04-02 11:52:28+00	borsdata	SEK
Nelly	Utdelning	0.00	2025	2	2026-04-02 11:52:28+00	borsdata	SEK
Nelly	Utdelning	0.00	2025	3	2026-04-02 11:52:28+00	borsdata	SEK
Nelly	Utdelning	0.00	2025	4	2026-04-02 11:52:28+00	borsdata	SEK
Nelly	Eget Kapital/Aktie	5.29	2023	3	2026-04-02 11:52:28+00	borsdata	SEK
Nelly	Eget Kapital/Aktie	5.95	2023	4	2026-04-02 11:52:28+00	borsdata	SEK
Nelly	Eget Kapital/Aktie	5.89	2024	1	2026-04-02 11:52:28+00	borsdata	SEK
Nelly	Eget Kapital/Aktie	6.78	2024	2	2026-04-02 11:52:28+00	borsdata	SEK
Nelly	Eget Kapital/Aktie	7.52	2024	3	2026-04-02 11:52:28+00	borsdata	SEK
Nelly	Eget Kapital/Aktie	7.90	2024	4	2026-04-02 11:52:28+00	borsdata	SEK
Nelly	Eget Kapital/Aktie	8.45	2025	1	2026-04-02 11:52:28+00	borsdata	SEK
Nelly	Eget Kapital/Aktie	10.21	2025	2	2026-04-02 11:52:28+00	borsdata	SEK
Nelly	Eget Kapital/Aktie	11.60	2025	3	2026-04-02 11:52:28+00	borsdata	SEK
Nelly	Eget Kapital/Aktie	13.55	2025	4	2026-04-02 11:52:28+00	borsdata	SEK
Nelly	Nettoskuld/Aktie	5.67	2023	3	2026-04-02 11:52:28+00	borsdata	SEK
Nelly	Nettoskuld/Aktie	4.42	2023	4	2026-04-02 11:52:28+00	borsdata	SEK
Nelly	Nettoskuld/Aktie	5.00	2024	1	2026-04-02 11:52:28+00	borsdata	SEK
Nelly	Nettoskuld/Aktie	1.62	2024	2	2026-04-02 11:52:28+00	borsdata	SEK
Nelly	Nettoskuld/Aktie	2.34	2024	3	2026-04-02 11:52:28+00	borsdata	SEK
Nelly	Nettoskuld/Aktie	2.12	2024	4	2026-04-02 11:52:28+00	borsdata	SEK
Nelly	Nettoskuld/Aktie	2.67	2025	1	2026-04-02 11:52:28+00	borsdata	SEK
Nelly	Nettoskuld/Aktie	-0.50	2025	2	2026-04-02 11:52:28+00	borsdata	SEK
Nelly	Nettoskuld/Aktie	2.00	2025	3	2026-04-02 11:52:28+00	borsdata	SEK
Nelly	Nettoskuld/Aktie	1.11	2025	4	2026-04-02 11:52:28+00	borsdata	SEK
Nelly	Operativ kassaflöde/Aktie	-0.46	2023	3	2026-04-02 11:52:28+00	borsdata	SEK
Nelly	Operativ kassaflöde/Aktie	1.68	2023	4	2026-04-02 11:52:28+00	borsdata	SEK
Nelly	Operativ kassaflöde/Aktie	-0.15	2024	1	2026-04-02 11:52:28+00	borsdata	SEK
Nelly	Operativ kassaflöde/Aktie	3.52	2024	2	2026-04-02 11:52:28+00	borsdata	SEK
Nelly	Operativ kassaflöde/Aktie	-0.61	2024	3	2026-04-02 11:52:28+00	borsdata	SEK
Nelly	Operativ kassaflöde/Aktie	2.39	2024	4	2026-04-02 11:52:28+00	borsdata	SEK
Nelly	Operativ kassaflöde/Aktie	-0.43	2025	1	2026-04-02 11:52:28+00	borsdata	SEK
Nelly	Operativ kassaflöde/Aktie	3.47	2025	2	2026-04-02 11:52:28+00	borsdata	SEK
Nelly	Operativ kassaflöde/Aktie	-0.62	2025	3	2026-04-02 11:52:28+00	borsdata	SEK
Nelly	Operativ kassaflöde/Aktie	1.69	2025	4	2026-04-02 11:52:28+00	borsdata	SEK
Nelly	FCF / Aktie	-0.75	2023	3	2026-04-02 11:52:28+00	borsdata	SEK
Nelly	FCF / Aktie	1.31	2023	4	2026-04-02 11:52:28+00	borsdata	SEK
Nelly	FCF / Aktie	-0.47	2024	1	2026-04-02 11:52:28+00	borsdata	SEK
Nelly	FCF / Aktie	3.28	2024	2	2026-04-02 11:52:28+00	borsdata	SEK
Nelly	FCF / Aktie	-0.72	2024	3	2026-04-02 11:52:28+00	borsdata	SEK
Nelly	FCF / Aktie	2.31	2024	4	2026-04-02 11:52:28+00	borsdata	SEK
Nelly	FCF / Aktie	-0.55	2025	1	2026-04-02 11:52:28+00	borsdata	SEK
Nelly	FCF / Aktie	3.16	2025	2	2026-04-02 11:52:28+00	borsdata	SEK
Nelly	FCF / Aktie	-0.80	2025	3	2026-04-02 11:52:28+00	borsdata	SEK
Nelly	FCF / Aktie	1.23	2025	4	2026-04-02 11:52:28+00	borsdata	SEK
Nelly	Årets kassaflöde/Aktie	-0.99	2023	3	2026-04-02 11:52:28+00	borsdata	SEK
Nelly	Årets kassaflöde/Aktie	1.06	2023	4	2026-04-02 11:52:28+00	borsdata	SEK
Nelly	Årets kassaflöde/Aktie	-0.84	2024	1	2026-04-02 11:52:28+00	borsdata	SEK
Nelly	Årets kassaflöde/Aktie	3.13	2024	2	2026-04-02 11:52:28+00	borsdata	SEK
Nelly	Årets kassaflöde/Aktie	-0.98	2024	3	2026-04-02 11:52:28+00	borsdata	SEK
Nelly	Årets kassaflöde/Aktie	1.21	2024	4	2026-04-02 11:52:28+00	borsdata	SEK
Nelly	Årets kassaflöde/Aktie	-0.81	2025	1	2026-04-02 11:52:28+00	borsdata	SEK
Nelly	Årets kassaflöde/Aktie	2.90	2025	2	2026-04-02 11:52:28+00	borsdata	SEK
Nelly	Årets kassaflöde/Aktie	-1.09	2025	3	2026-04-02 11:52:28+00	borsdata	SEK
Nelly	Årets kassaflöde/Aktie	0.91	2025	4	2026-04-02 11:52:28+00	borsdata	SEK
Nelly	EBITDA-marginal	10.4	2023	3	2026-04-02 11:52:28+00	borsdata	%
Nelly	EBITDA-marginal	12.3	2023	4	2026-04-02 11:52:28+00	borsdata	%
Nelly	EBITDA-marginal	6.3	2024	1	2026-04-02 11:52:28+00	borsdata	%
Nelly	EBITDA-marginal	13.8	2024	2	2026-04-02 11:52:28+00	borsdata	%
Nelly	EBITDA-marginal	16.0	2024	3	2026-04-02 11:52:28+00	borsdata	%
Nelly	EBITDA-marginal	15.7	2024	4	2026-04-02 11:52:28+00	borsdata	%
Nelly	EBITDA-marginal	13.4	2025	1	2026-04-02 11:52:28+00	borsdata	%
Nelly	EBITDA-marginal	19.0	2025	2	2026-04-02 11:52:28+00	borsdata	%
Nelly	EBITDA-marginal	20.2	2025	3	2026-04-02 11:52:28+00	borsdata	%
Nelly	EBITDA-marginal	17.0	2025	4	2026-04-02 11:52:28+00	borsdata	%
Nelly	Bruttomarginal	50.7	2023	3	2026-04-02 11:52:28+00	borsdata	%
Nelly	Bruttomarginal	50.0	2023	4	2026-04-02 11:52:28+00	borsdata	%
Nelly	Bruttomarginal	49.1	2024	1	2026-04-02 11:52:28+00	borsdata	%
Nelly	Bruttomarginal	54.8	2024	2	2026-04-02 11:52:28+00	borsdata	%
Nelly	Bruttomarginal	54.5	2024	3	2026-04-02 11:52:28+00	borsdata	%
Nelly	Bruttomarginal	53.3	2024	4	2026-04-02 11:52:28+00	borsdata	%
Nelly	Bruttomarginal	51.6	2025	1	2026-04-02 11:52:28+00	borsdata	%
Nelly	Bruttomarginal	54.4	2025	2	2026-04-02 11:52:28+00	borsdata	%
Nelly	Bruttomarginal	56.8	2025	3	2026-04-02 11:52:28+00	borsdata	%
Nelly	Bruttomarginal	54.0	2025	4	2026-04-02 11:52:28+00	borsdata	%
Nelly	Rörelsemarginal	5.5	2023	3	2026-04-02 11:52:28+00	borsdata	%
Nelly	Rörelsemarginal	8.0	2023	4	2026-04-02 11:52:28+00	borsdata	%
Nelly	Rörelsemarginal	0.6	2024	1	2026-04-02 11:52:28+00	borsdata	%
Nelly	Rörelsemarginal	9.7	2024	2	2026-04-02 11:52:28+00	borsdata	%
Nelly	Rörelsemarginal	10.5	2024	3	2026-04-02 11:52:28+00	borsdata	%
Nelly	Rörelsemarginal	11.4	2024	4	2026-04-02 11:52:28+00	borsdata	%
Nelly	Rörelsemarginal	8.0	2025	1	2026-04-02 11:52:28+00	borsdata	%
Nelly	Rörelsemarginal	15.3	2025	2	2026-04-02 11:52:28+00	borsdata	%
Nelly	Rörelsemarginal	15.3	2025	3	2026-04-02 11:52:28+00	borsdata	%
Nelly	Rörelsemarginal	12.9	2025	4	2026-04-02 11:52:28+00	borsdata	%
Nelly	Vinstmarginal	3.8	2023	3	2026-04-02 11:52:28+00	borsdata	%
Nelly	Vinstmarginal	6.5	2023	4	2026-04-02 11:52:28+00	borsdata	%
Nelly	Vinstmarginal	-0.9	2024	1	2026-04-02 11:52:28+00	borsdata	%
Nelly	Vinstmarginal	8.5	2024	2	2026-04-02 11:52:28+00	borsdata	%
Nelly	Vinstmarginal	9.3	2024	3	2026-04-02 11:52:28+00	borsdata	%
Nelly	Vinstmarginal	11.4	2024	4	2026-04-02 11:52:28+00	borsdata	%
Nelly	Vinstmarginal	6.6	2025	1	2026-04-02 11:52:28+00	borsdata	%
Nelly	Vinstmarginal	14.5	2025	2	2026-04-02 11:52:28+00	borsdata	%
Nelly	Vinstmarginal	14.6	2025	3	2026-04-02 11:52:28+00	borsdata	%
Nelly	Vinstmarginal	15.7	2025	4	2026-04-02 11:52:28+00	borsdata	%
Nelly	Immat.tillgång.-%	7.8	2023	3	2026-04-02 11:52:28+00	borsdata	%
Nelly	Immat.tillgång.-%	8.5	2023	4	2026-04-02 11:52:28+00	borsdata	%
Nelly	Immat.tillgång.-%	9.3	2024	1	2026-04-02 11:52:28+00	borsdata	%
Nelly	Immat.tillgång.-%	9.3	2024	2	2026-04-02 11:52:28+00	borsdata	%
Nelly	Immat.tillgång.-%	9.5	2024	3	2026-04-02 11:52:28+00	borsdata	%
Nelly	Immat.tillgång.-%	9.0	2024	4	2026-04-02 11:52:28+00	borsdata	%
Nelly	Immat.tillgång.-%	9.2	2025	1	2026-04-02 11:52:28+00	borsdata	%
Nelly	Immat.tillgång.-%	8.9	2025	2	2026-04-02 11:52:28+00	borsdata	%
Nelly	Immat.tillgång.-%	8.5	2025	3	2026-04-02 11:52:28+00	borsdata	%
Nelly	Immat.tillgång.-%	8.5	2025	4	2026-04-02 11:52:28+00	borsdata	%
Nelly	Kassa-%	14.8	2023	3	2026-04-02 11:52:28+00	borsdata	%
Nelly	Kassa-%	18.9	2023	4	2026-04-02 11:52:28+00	borsdata	%
Nelly	Kassa-%	15.7	2024	1	2026-04-02 11:52:28+00	borsdata	%
Nelly	Kassa-%	25.7	2024	2	2026-04-02 11:52:28+00	borsdata	%
Nelly	Kassa-%	22.8	2024	3	2026-04-02 11:52:28+00	borsdata	%
Nelly	Kassa-%	22.7	2024	4	2026-04-02 11:52:28+00	borsdata	%
Nelly	Kassa-%	20.4	2025	1	2026-04-02 11:52:28+00	borsdata	%
Nelly	Kassa-%	28.4	2025	2	2026-04-02 11:52:28+00	borsdata	%
Nelly	Kassa-%	23.3	2025	3	2026-04-02 11:52:28+00	borsdata	%
Nelly	Kassa-%	25.6	2025	4	2026-04-02 11:52:28+00	borsdata	%
Nelly	Rörelsekapital-%	-8.9	2023	3	2026-04-02 11:52:28+00	borsdata	%
Nelly	Rörelsekapital-%	-9.0	2023	4	2026-04-02 11:52:28+00	borsdata	%
Nelly	Rörelsekapital-%	-10.1	2024	1	2026-04-02 11:52:28+00	borsdata	%
Nelly	Rörelsekapital-%	-6.0	2024	2	2026-04-02 11:52:28+00	borsdata	%
Nelly	Rörelsekapital-%	5.4	2024	3	2026-04-02 11:52:28+00	borsdata	%
Nelly	Rörelsekapital-%	7.1	2024	4	2026-04-02 11:52:28+00	borsdata	%
Nelly	Rörelsekapital-%	9.6	2025	1	2026-04-02 11:52:28+00	borsdata	%
Nelly	Rörelsekapital-%	13.8	2025	2	2026-04-02 11:52:28+00	borsdata	%
Nelly	Rörelsekapital-%	16.8	2025	3	2026-04-02 11:52:28+00	borsdata	%
Nelly	Rörelsekapital-%	17.3	2025	4	2026-04-02 11:52:28+00	borsdata	%
Nelly	Soliditet	19.5	2023	3	2026-04-02 11:52:28+00	borsdata	%
Nelly	Soliditet	22.3	2023	4	2026-04-02 11:52:28+00	borsdata	%
Nelly	Soliditet	22.1	2024	1	2026-04-02 11:52:28+00	borsdata	%
Nelly	Soliditet	23.8	2024	2	2026-04-02 11:52:28+00	borsdata	%
Nelly	Soliditet	27.0	2024	3	2026-04-02 11:52:28+00	borsdata	%
Nelly	Soliditet	27.3	2024	4	2026-04-02 11:52:28+00	borsdata	%
Nelly	Soliditet	29.9	2025	1	2026-04-02 11:52:28+00	borsdata	%
Nelly	Soliditet	33.5	2025	2	2026-04-02 11:52:28+00	borsdata	%
Nelly	Soliditet	35.7	2025	3	2026-04-02 11:52:28+00	borsdata	%
Nelly	Soliditet	41.1	2025	4	2026-04-02 11:52:28+00	borsdata	%
Nelly	Avkastning På EK	-18.3	2023	3	2026-04-02 11:52:28+00	borsdata	%
Nelly	Avkastning På EK	-0.8	2023	4	2026-04-02 11:52:28+00	borsdata	%
Nelly	Avkastning På EK	17.8	2024	1	2026-04-02 11:52:28+00	borsdata	%
Nelly	Avkastning På EK	26.4	2024	2	2026-04-02 11:52:28+00	borsdata	%
Nelly	Avkastning På EK	29.6	2024	3	2026-04-02 11:52:28+00	borsdata	%
Nelly	Avkastning På EK	35.2	2024	4	2026-04-02 11:52:28+00	borsdata	%
Nelly	Avkastning På EK	40.1	2025	1	2026-04-02 11:52:28+00	borsdata	%
Nelly	Avkastning På EK	41.6	2025	2	2026-04-02 11:52:28+00	borsdata	%
Nelly	Avkastning På EK	42.1	2025	3	2026-04-02 11:52:28+00	borsdata	%
Nelly	Avkastning På EK	41.5	2025	4	2026-04-02 11:52:28+00	borsdata	%
Nelly	Avkastning på T	-3.6	2023	3	2026-04-02 11:52:28+00	borsdata	%
Nelly	Avkastning på T	-0.2	2023	4	2026-04-02 11:52:28+00	borsdata	%
Nelly	Avkastning på T	3.9	2024	1	2026-04-02 11:52:28+00	borsdata	%
Nelly	Avkastning på T	6.3	2024	2	2026-04-02 11:52:28+00	borsdata	%
Nelly	Avkastning på T	8.0	2024	3	2026-04-02 11:52:28+00	borsdata	%
Nelly	Avkastning på T	9.6	2024	4	2026-04-02 11:52:28+00	borsdata	%
Nelly	Avkastning på T	12.0	2025	1	2026-04-02 11:52:28+00	borsdata	%
Nelly	Avkastning på T	13.9	2025	2	2026-04-02 11:52:28+00	borsdata	%
Nelly	Avkastning på T	15.0	2025	3	2026-04-02 11:52:28+00	borsdata	%
Nelly	Avkastning på T	17.0	2025	4	2026-04-02 11:52:28+00	borsdata	%
Nelly	Nettoskuld	20.8	2023	3	2026-04-02 11:52:28+00	borsdata	%
Nelly	Nettoskuld	16.6	2023	4	2026-04-02 11:52:28+00	borsdata	%
Nelly	Nettoskuld	18.7	2024	1	2026-04-02 11:52:28+00	borsdata	%
Nelly	Nettoskuld	5.7	2024	2	2026-04-02 11:52:28+00	borsdata	%
Nelly	Nettoskuld	8.4	2024	3	2026-04-02 11:52:28+00	borsdata	%
Nelly	Nettoskuld	7.3	2024	4	2026-04-02 11:52:28+00	borsdata	%
Nelly	Nettoskuld	9.5	2025	1	2026-04-02 11:52:28+00	borsdata	%
Nelly	Nettoskuld	-1.6	2025	2	2026-04-02 11:52:28+00	borsdata	%
Nelly	Nettoskuld	6.1	2025	3	2026-04-02 11:52:28+00	borsdata	%
Nelly	Nettoskuld	3.4	2025	4	2026-04-02 11:52:28+00	borsdata	%
Nelly	OP-marginal	-5.8	2023	3	2026-04-02 11:52:28+00	borsdata	%
Nelly	OP-marginal	16.7	2023	4	2026-04-02 11:52:28+00	borsdata	%
Nelly	OP-marginal	-2.0	2024	1	2026-04-02 11:52:28+00	borsdata	%
Nelly	OP-marginal	33.7	2024	2	2026-04-02 11:52:28+00	borsdata	%
Nelly	OP-marginal	-7.7	2024	3	2026-04-02 11:52:28+00	borsdata	%
Nelly	OP-marginal	22.5	2024	4	2026-04-02 11:52:28+00	borsdata	%
Nelly	OP-marginal	-5.2	2025	1	2026-04-02 11:52:28+00	borsdata	%
Nelly	OP-marginal	28.8	2025	2	2026-04-02 11:52:28+00	borsdata	%
Nelly	OP-marginal	-6.5	2025	3	2026-04-02 11:52:28+00	borsdata	%
Nelly	OP-marginal	13.7	2025	4	2026-04-02 11:52:28+00	borsdata	%
Nelly	Capex %	-65.0	2023	3	2026-04-02 11:52:28+00	borsdata	%
Nelly	Capex %	21.8	2023	4	2026-04-02 11:52:28+00	borsdata	%
Nelly	Capex %	-213.3	2024	1	2026-04-02 11:52:28+00	borsdata	%
Nelly	Capex %	6.8	2024	2	2026-04-02 11:52:28+00	borsdata	%
Nelly	Capex %	-16.8	2024	3	2026-04-02 11:52:28+00	borsdata	%
Nelly	Capex %	3.5	2024	4	2026-04-02 11:52:28+00	borsdata	%
Nelly	Capex %	-26.9	2025	1	2026-04-02 11:52:28+00	borsdata	%
Nelly	Capex %	8.8	2025	2	2026-04-02 11:52:28+00	borsdata	%
Nelly	Capex %	-30.3	2025	3	2026-04-02 11:52:28+00	borsdata	%
Nelly	Capex %	27.4	2025	4	2026-04-02 11:52:28+00	borsdata	%
Nelly	FCF-marginal	-9.6	2023	3	2026-04-02 11:52:28+00	borsdata	%
Nelly	FCF-marginal	13.1	2023	4	2026-04-02 11:52:28+00	borsdata	%
Nelly	FCF-marginal	-6.3	2024	1	2026-04-02 11:52:28+00	borsdata	%
Nelly	FCF-marginal	31.4	2024	2	2026-04-02 11:52:28+00	borsdata	%
Nelly	FCF-marginal	-9.0	2024	3	2026-04-02 11:52:28+00	borsdata	%
Nelly	FCF-marginal	21.7	2024	4	2026-04-02 11:52:28+00	borsdata	%
Nelly	FCF-marginal	-6.7	2025	1	2026-04-02 11:52:28+00	borsdata	%
Nelly	FCF-marginal	26.2	2025	2	2026-04-02 11:52:28+00	borsdata	%
Nelly	FCF-marginal	-8.5	2025	3	2026-04-02 11:52:28+00	borsdata	%
Nelly	FCF-marginal	10.0	2025	4	2026-04-02 11:52:28+00	borsdata	%
Nelly	Utdelning/FCF	0.0	2023	3	2026-04-02 11:52:28+00	borsdata	%
Nelly	Utdelning/FCF	68.4	2023	4	2026-04-02 11:52:28+00	borsdata	%
Nelly	Utdelning/FCF	32.4	2024	1	2026-04-02 11:52:28+00	borsdata	%
Nelly	Utdelning/FCF	24.6	2024	2	2026-04-02 11:52:28+00	borsdata	%
Nelly	Utdelning/FCF	24.3	2024	3	2026-04-02 11:52:28+00	borsdata	%
Nelly	Utdelning/FCF	0.0	2024	4	2026-04-02 11:52:28+00	borsdata	%
Nelly	Utdelning/FCF	0.0	2025	1	2026-04-02 11:52:28+00	borsdata	%
Nelly	Utdelning/FCF	0.0	2025	2	2026-04-02 11:52:28+00	borsdata	%
Nelly	Utdelning/FCF	0.0	2025	3	2026-04-02 11:52:28+00	borsdata	%
Nelly	Utdelning/FCF	0.0	2025	4	2026-04-02 11:52:28+00	borsdata	%
Nelly	Årets kassaflöde marginal	-12.5	2023	3	2026-04-02 11:52:28+00	borsdata	%
Nelly	Årets kassaflöde marginal	10.5	2023	4	2026-04-02 11:52:28+00	borsdata	%
Nelly	Årets kassaflöde marginal	-11.3	2024	1	2026-04-02 11:52:28+00	borsdata	%
Nelly	Årets kassaflöde marginal	29.9	2024	2	2026-04-02 11:52:28+00	borsdata	%
Nelly	Årets kassaflöde marginal	-12.3	2024	3	2026-04-02 11:52:28+00	borsdata	%
Nelly	Årets kassaflöde marginal	11.4	2024	4	2026-04-02 11:52:28+00	borsdata	%
Nelly	Årets kassaflöde marginal	-9.8	2025	1	2026-04-02 11:52:28+00	borsdata	%
Nelly	Årets kassaflöde marginal	24.1	2025	2	2026-04-02 11:52:28+00	borsdata	%
Nelly	Årets kassaflöde marginal	-11.6	2025	3	2026-04-02 11:52:28+00	borsdata	%
Nelly	Årets kassaflöde marginal	7.3	2025	4	2026-04-02 11:52:28+00	borsdata	%
Nelly	Aktiekurs Snitt	12.55	2023	3	2026-04-02 11:52:28+00	borsdata	SEK
Nelly	Aktiekurs Snitt	16.80	2023	4	2026-04-02 11:52:28+00	borsdata	SEK
Nelly	Aktiekurs Snitt	16.64	2024	1	2026-04-02 11:52:28+00	borsdata	SEK
Nelly	Aktiekurs Snitt	25.00	2024	2	2026-04-02 11:52:28+00	borsdata	SEK
Nelly	Aktiekurs Snitt	29.35	2024	3	2026-04-02 11:52:28+00	borsdata	SEK
Nelly	Aktiekurs Snitt	36.15	2024	4	2026-04-02 11:52:28+00	borsdata	SEK
Nelly	Aktiekurs Snitt	39.44	2025	1	2026-04-02 11:52:28+00	borsdata	SEK
Nelly	Aktiekurs Snitt	57.30	2025	2	2026-04-02 11:52:28+00	borsdata	SEK
Nelly	Aktiekurs Snitt	101.00	2025	3	2026-04-02 11:52:28+00	borsdata	SEK
Nelly	Aktiekurs Snitt	76.90	2025	4	2026-04-02 11:52:28+00	borsdata	SEK
Nelly	Aktiekurs Högsta	15.05	2023	3	2026-04-02 11:52:28+00	borsdata	SEK
Nelly	Aktiekurs Högsta	18.00	2023	4	2026-04-02 11:52:28+00	borsdata	SEK
Nelly	Aktiekurs Högsta	18.35	2024	1	2026-04-02 11:52:28+00	borsdata	SEK
Nelly	Aktiekurs Högsta	25.80	2024	2	2026-04-02 11:52:28+00	borsdata	SEK
Nelly	Aktiekurs Högsta	29.90	2024	3	2026-04-02 11:52:28+00	borsdata	SEK
Nelly	Aktiekurs Högsta	41.00	2024	4	2026-04-02 11:52:28+00	borsdata	SEK
Nelly	Aktiekurs Högsta	41.00	2025	1	2026-04-02 11:52:28+00	borsdata	SEK
Nelly	Aktiekurs Högsta	59.40	2025	2	2026-04-02 11:52:28+00	borsdata	SEK
Nelly	Aktiekurs Högsta	110.00	2025	3	2026-04-02 11:52:28+00	borsdata	SEK
Nelly	Aktiekurs Högsta	135.60	2025	4	2026-04-02 11:52:28+00	borsdata	SEK
Nelly	Aktiekurs Lägsta	9.14	2023	3	2026-04-02 11:52:28+00	borsdata	SEK
Nelly	Aktiekurs Lägsta	12.05	2023	4	2026-04-02 11:52:28+00	borsdata	SEK
Nelly	Aktiekurs Lägsta	14.28	2024	1	2026-04-02 11:52:28+00	borsdata	SEK
Nelly	Aktiekurs Lägsta	14.28	2024	2	2026-04-02 11:52:28+00	borsdata	SEK
Nelly	Aktiekurs Lägsta	23.20	2024	3	2026-04-02 11:52:28+00	borsdata	SEK
Nelly	Aktiekurs Lägsta	26.15	2024	4	2026-04-02 11:52:28+00	borsdata	SEK
Nelly	Aktiekurs Lägsta	28.56	2025	1	2026-04-02 11:52:28+00	borsdata	SEK
Nelly	Aktiekurs Lägsta	36.59	2025	2	2026-04-02 11:52:28+00	borsdata	SEK
Nelly	Aktiekurs Lägsta	60.50	2025	3	2026-04-02 11:52:28+00	borsdata	SEK
Nelly	Aktiekurs Lägsta	63.50	2025	4	2026-04-02 11:52:28+00	borsdata	SEK
