companyid	company_name
1452	Shelf Drilling North Sea
1453	SHT Smart High-Tech
1454	Sibek
1455	Siili Solutions
1456	Sileon
1457	Simris Alg
1458	Sinch
1459	SinterCast
1460	Sitowise Group
1461	Sivers Semiconductors
1462	Sjöstrand Coffee
1463	SKAKO
1464	Skandia GreenPower
1465	Skåne-möllan
1466	Skanska
1467	SKF A
1468	SKF B
1469	SkiStar
1470	Skjern Bank
1471	Skolon
1472	Skue Sparebank
1473	Sleep Cycle
1474	Slottsviken B
1475	Smart Eye
1476	SmartCraft
1477	Smartoptics
1478	Smoltek
1479	Sociallite US
1480	Söder Sportfiske
1481	SoftOx Solutions
1482	Softronic
1483	Software & Computer
1484	Sogn Sparebank
1485	Soiltech
1486	Solar
1487	Solar Foods
1488	Solid Försäkring
1489	SolidX
1490	Solnaberg
1491	Solstad Offshore
1492	SolTech Energy
1493	Solteq
1494	Solwers
1495	Sonetel
1496	Sotkamo Silver
1497	Sound Dimension
1498	Sozap
1499	SP Group
1500	Spago Nanomedical
1501	Spar Nord Bank
1502	Sparebank 1 Helgeland
1503	Sparebank 1 Nord-Norge
1504	Sparebank 1 Nordmore
1505	Sparebank 1 Ostfold Akershus
1506	Sparebank 1 Ostlandet
1507	Sparebank 1 Ringerike Hadeland
1508	Sparebank 1 SMN
1509	SpareBank 1 Sor-Norge
1510	Sparebank 68 grader nord
1511	Sparebanken More
1512	Sparebanken Norge
1513	Sparebanken Ost
1514	Sparekassen Sjaelland-Fyn
1515	SpectraCure
1516	SpectrumOne
1517	Spermosens
1518	Sperrung
1519	Spiffbet
1520	Spiltan Invest
1521	Spinnova
1522	Spir Group
1523	Spotlight Group
1524	Spotlio
1525	Springvest
1526	Sprint Bioscience
1527	SRV Group
1528	SSAB A
1529	SSAB B
1530	SSH Communications
1531	Stainless Tankers
1532	Standard Supply
1533	Star Vault
1534	Starbreeze A
1535	Starbreeze B
1536	Stayble Therapeutics
1537	Stendörren Fastigheter
1538	Stenhus Fastigheter
1539	Stenocare
1540	Stille
1541	Stillfront
1542	Stockwik Förvaltning
1543	Stolt-Nielsen
1544	StoneBeach
1545	Stora Enso A
1546	Stora Enso R
1547	Storebrand
1548	Storskogen
1549	Storytel
1550	Strategic Investments
1551	Strategic Partners
1552	StrongPoint
1553	Studentbostäder
1554	Studsvik
1555	Subsea7
1556	Sunborn
1557	Sunndal Sparebank
1558	Suntrade
1559	Suominen
1560	Surgical Science
1561	Sustainable Energy
1562	Sustainion
1563	Sveafastigheter
1564	Svedbergs
1565	Svenska Aerogel
1566	Svitzer Group
1567	Svolder A
1568	Svolder B
1569	Sweco A
1570	Sweco B
1571	Swedbank
1572	Sweden BuyersClub
1573	Swedencare
1574	Swedish Logistic Property
1575	Swedish Orphan Biovitrum
1576	Swiss Properties Invest
1577	Sydbank
1578	Sydsvenska Hem
1579	SynAct Pharma
1580	Syncro
1581	Synsam
1582	SyntheticMR
1583	Systemair
1584	Taaleri
1585	TagMaster
1586	Talenom
1587	Talkpool
1588	Tallink Grupp
1589	Tamtron
1590	Tangiamo Touch
1591	TCECUR
1592	TCM Group
1593	Technology Hardware
1594	Techstep
1595	Tecnotree
1596	Tekna Holding
1597	Tekova
1598	Tele2 A
1599	Tele2 B
1600	Telecom Equipment
1601	Telecom Service Providers
1602	Telenor
1603	Teleste
1604	Telia Company
1605	Tellusgruppen
1606	Tempest Security
1607	Tendo
1608	Teneo AI
1609	Teqnion
1610	TerraNet
1611	Terveystalo
1612	Tessin Nordic
1613	TF Bank
1614	TGS
1615	TH1NG
1616	The Kingfish Company
1617	Thinc
1618	Thor Medical
1619	Thule
1620	Thunderful
1621	TietoEVRY
1622	Time People Group
1623	Tingsvalvet A
1624	Tingsvalvet B
1625	Tingsvalvet Pref
1626	Titania
1627	Titanium
1628	Tivoli
1629	Tobii
1630	Toivo Group
1631	Tokmanni Group
1632	Toleranzia
1633	Tomra Systems
1634	TopRight Nordic
1635	TORM
1636	Touchtech
1637	Tourn
1638	Traction
1639	TradeDoubler
1640	Train Alliance
1641	Trainers House
1642	Trainimal
1643	Transfer Group
1644	Transferator A
1645	Transferator B
1646	Transiro
1647	Transtema
1648	Traton
1649	Travel & Leisure
1650	Treasure
1651	Trelleborg
1652	Trianon
1653	Triboron
1654	Trifork
1655	Triona
1656	Troax Group
1657	Trondelag Sparebank
1658	Trophy Games
1659	Truecaller
1660	Tryg
1661	Tulikivi
1662	Tura Group
1663	Tysnes Sparebank
1664	UIE
1665	Umida
1666	Unibap
1667	United Bankers
1668	Unlimit Group
1669	Unlimited Travel Group
1670	Upgrade Invest Nordic
1671	UPM-Kymmene
1672	Upsales
1673	USWE Sports
1674	Vaisala
1675	Valmet
1676	Valuno Group
1677	Vantage Drilling
1678	Vår Energi
1679	Västra Hamnen
1680	Vaxxa
1681	VBG Group
1682	VEF
1683	Veidekke
1684	Ventura Offshore
1685	Verkkokauppa.com
1686	Vertiseit
1687	Verve Group
1688	Vestas Wind Systems
1689	Vestjysk Bank
1690	Vestum
1691	Veteranpoolen
1692	Viafin Service
1693	Viaplay A
1694	Viaplay B
1695	Vibrosense Dynamics
1696	Vicore Pharma
1697	Vidhance
1698	Viking Line
1699	Viking Supply
1700	Vimab Group
1701	Vimian Group
1702	Vincit
1703	ViroGates
1704	Vistin Pharma
1705	Vitec Software
1706	Vitrolife
1707	Viva Wine
1708	Vivesto
1709	VNV Global
1710	Vo2 Cap
1711	Volati
1712	Volati Pref
1713	Volvo A
1714	Volvo B
1715	Volvo Car
1716	Voss Veksel Landmandsbank
1717	Vow
1718	Vow Green Metals
1719	Vultus
1720	W5 Solutions
1721	Wall to Wall
1722	Wallenius Wilhelmsen
1723	Wallenstam
1724	Wärtsilä
1725	Wästbygg
1726	Waystream
1727	Webrock Ventures
1728	Webstep
1729	Western Bulk Chartering
1730	Westpay
1731	Wetteri
1732	White Pearl Technology
1733	Wihlborgs Fastigheter
1734	Wilh. Wilhelmsen A
1735	Wilh. Wilhelmsen B
1736	Windon
1737	WindowMaster
1738	WIRTEK
1739	Wise Group
1740	WithSecure
1741	Witted Megacorp
1742	Wonderboo
1743	Wonderful Times
1744	Wulff-Yhtiöt
1745	Wyld Networks
1746	XANO Industri
1747	Xbrane Biopharma
1748	Xintela
1749	XMReality
1750	Xoma
1751	XP Chemistries
1752	Xplora Technologies
1753	Xspray Pharma
1754	Xvivo Perfusion
1755	XXL
1756	Yara International
1757	YIT Corporation
1758	Yubico
1759	Zalaris
1760	Zaplox
1761	Zaptec
1762	Zealand Pharma
1763	Zelluna
1764	Zenergy
1765	Zenicor Medical
1766	Zenith Energy
1767	Zinzino
1768	Zoomability
1769	BioInvent
1770	engcon
1771	Eolus
