companyid	attribute_id	value	fiscial_year	quarter	date_inserted	source	unit
1	25	15.7	2024	4	2026-04-02 11:52:28+00	borsdata	%
1	25	13.4	2025	1	2026-04-02 11:52:28+00	borsdata	%
1	25	19.0	2025	2	2026-04-02 11:52:28+00	borsdata	%
1	25	20.2	2025	3	2026-04-02 11:52:28+00	borsdata	%
1	25	17.0	2025	4	2026-04-02 11:52:28+00	borsdata	%
1	19	50.7	2023	3	2026-04-02 11:52:28+00	borsdata	%
1	19	50.0	2023	4	2026-04-02 11:52:28+00	borsdata	%
1	19	49.1	2024	1	2026-04-02 11:52:28+00	borsdata	%
1	19	54.8	2024	2	2026-04-02 11:52:28+00	borsdata	%
1	19	54.5	2024	3	2026-04-02 11:52:28+00	borsdata	%
1	19	53.3	2024	4	2026-04-02 11:52:28+00	borsdata	%
1	19	51.6	2025	1	2026-04-02 11:52:28+00	borsdata	%
1	19	54.4	2025	2	2026-04-02 11:52:28+00	borsdata	%
1	19	56.8	2025	3	2026-04-02 11:52:28+00	borsdata	%
1	19	54.0	2025	4	2026-04-02 11:52:28+00	borsdata	%
1	85	5.5	2023	3	2026-04-02 11:52:28+00	borsdata	%
1	85	8.0	2023	4	2026-04-02 11:52:28+00	borsdata	%
1	85	0.6	2024	1	2026-04-02 11:52:28+00	borsdata	%
1	85	9.7	2024	2	2026-04-02 11:52:28+00	borsdata	%
1	85	10.5	2024	3	2026-04-02 11:52:28+00	borsdata	%
1	85	11.4	2024	4	2026-04-02 11:52:28+00	borsdata	%
1	85	8.0	2025	1	2026-04-02 11:52:28+00	borsdata	%
1	85	15.3	2025	2	2026-04-02 11:52:28+00	borsdata	%
1	85	15.3	2025	3	2026-04-02 11:52:28+00	borsdata	%
1	85	12.9	2025	4	2026-04-02 11:52:28+00	borsdata	%
1	110	3.8	2023	3	2026-04-02 11:52:28+00	borsdata	%
1	110	6.5	2023	4	2026-04-02 11:52:28+00	borsdata	%
1	110	-0.9	2024	1	2026-04-02 11:52:28+00	borsdata	%
1	110	8.5	2024	2	2026-04-02 11:52:28+00	borsdata	%
1	110	9.3	2024	3	2026-04-02 11:52:28+00	borsdata	%
1	110	11.4	2024	4	2026-04-02 11:52:28+00	borsdata	%
1	110	6.6	2025	1	2026-04-02 11:52:28+00	borsdata	%
1	110	14.5	2025	2	2026-04-02 11:52:28+00	borsdata	%
1	110	14.6	2025	3	2026-04-02 11:52:28+00	borsdata	%
1	110	15.7	2025	4	2026-04-02 11:52:28+00	borsdata	%
1	38	7.8	2023	3	2026-04-02 11:52:28+00	borsdata	%
1	38	8.5	2023	4	2026-04-02 11:52:28+00	borsdata	%
1	38	9.3	2024	1	2026-04-02 11:52:28+00	borsdata	%
1	38	9.3	2024	2	2026-04-02 11:52:28+00	borsdata	%
1	38	9.5	2024	3	2026-04-02 11:52:28+00	borsdata	%
1	38	9.0	2024	4	2026-04-02 11:52:28+00	borsdata	%
1	38	9.2	2025	1	2026-04-02 11:52:28+00	borsdata	%
1	38	8.9	2025	2	2026-04-02 11:52:28+00	borsdata	%
1	38	8.5	2025	3	2026-04-02 11:52:28+00	borsdata	%
1	38	8.5	2025	4	2026-04-02 11:52:28+00	borsdata	%
1	41	14.8	2023	3	2026-04-02 11:52:28+00	borsdata	%
1	41	18.9	2023	4	2026-04-02 11:52:28+00	borsdata	%
1	41	15.7	2024	1	2026-04-02 11:52:28+00	borsdata	%
1	41	25.7	2024	2	2026-04-02 11:52:28+00	borsdata	%
1	41	22.8	2024	3	2026-04-02 11:52:28+00	borsdata	%
1	41	22.7	2024	4	2026-04-02 11:52:28+00	borsdata	%
1	41	20.4	2025	1	2026-04-02 11:52:28+00	borsdata	%
1	41	28.4	2025	2	2026-04-02 11:52:28+00	borsdata	%
1	41	23.3	2025	3	2026-04-02 11:52:28+00	borsdata	%
1	41	25.6	2025	4	2026-04-02 11:52:28+00	borsdata	%
1	84	-8.9	2023	3	2026-04-02 11:52:28+00	borsdata	%
1	84	-9.0	2023	4	2026-04-02 11:52:28+00	borsdata	%
1	84	-10.1	2024	1	2026-04-02 11:52:28+00	borsdata	%
1	84	-6.0	2024	2	2026-04-02 11:52:28+00	borsdata	%
1	84	5.4	2024	3	2026-04-02 11:52:28+00	borsdata	%
1	84	7.1	2024	4	2026-04-02 11:52:28+00	borsdata	%
1	84	9.6	2025	1	2026-04-02 11:52:28+00	borsdata	%
1	84	13.8	2025	2	2026-04-02 11:52:28+00	borsdata	%
1	84	16.8	2025	3	2026-04-02 11:52:28+00	borsdata	%
1	84	17.3	2025	4	2026-04-02 11:52:28+00	borsdata	%
1	88	19.5	2023	3	2026-04-02 11:52:28+00	borsdata	%
1	88	22.3	2023	4	2026-04-02 11:52:28+00	borsdata	%
1	88	22.1	2024	1	2026-04-02 11:52:28+00	borsdata	%
1	88	23.8	2024	2	2026-04-02 11:52:28+00	borsdata	%
1	88	27.0	2024	3	2026-04-02 11:52:28+00	borsdata	%
1	88	27.3	2024	4	2026-04-02 11:52:28+00	borsdata	%
1	88	29.9	2025	1	2026-04-02 11:52:28+00	borsdata	%
1	88	33.5	2025	2	2026-04-02 11:52:28+00	borsdata	%
1	88	35.7	2025	3	2026-04-02 11:52:28+00	borsdata	%
1	88	41.1	2025	4	2026-04-02 11:52:28+00	borsdata	%
1	11	-18.3	2023	3	2026-04-02 11:52:28+00	borsdata	%
1	11	-0.8	2023	4	2026-04-02 11:52:28+00	borsdata	%
1	11	17.8	2024	1	2026-04-02 11:52:28+00	borsdata	%
1	11	26.4	2024	2	2026-04-02 11:52:28+00	borsdata	%
1	11	29.6	2024	3	2026-04-02 11:52:28+00	borsdata	%
1	11	35.2	2024	4	2026-04-02 11:52:28+00	borsdata	%
1	11	40.1	2025	1	2026-04-02 11:52:28+00	borsdata	%
1	11	41.6	2025	2	2026-04-02 11:52:28+00	borsdata	%
1	11	42.1	2025	3	2026-04-02 11:52:28+00	borsdata	%
1	11	41.5	2025	4	2026-04-02 11:52:28+00	borsdata	%
1	12	-3.6	2023	3	2026-04-02 11:52:28+00	borsdata	%
1	12	-0.2	2023	4	2026-04-02 11:52:28+00	borsdata	%
1	12	3.9	2024	1	2026-04-02 11:52:28+00	borsdata	%
1	12	6.3	2024	2	2026-04-02 11:52:28+00	borsdata	%
1	12	8.0	2024	3	2026-04-02 11:52:28+00	borsdata	%
1	12	9.6	2024	4	2026-04-02 11:52:28+00	borsdata	%
1	12	12.0	2025	1	2026-04-02 11:52:28+00	borsdata	%
1	12	13.9	2025	2	2026-04-02 11:52:28+00	borsdata	%
1	12	15.0	2025	3	2026-04-02 11:52:28+00	borsdata	%
1	12	17.0	2025	4	2026-04-02 11:52:28+00	borsdata	%
1	72	20.8	2023	3	2026-04-02 11:52:28+00	borsdata	%
1	72	16.6	2023	4	2026-04-02 11:52:28+00	borsdata	%
1	72	18.7	2024	1	2026-04-02 11:52:28+00	borsdata	%
1	72	5.7	2024	2	2026-04-02 11:52:28+00	borsdata	%
1	72	8.4	2024	3	2026-04-02 11:52:28+00	borsdata	%
1	72	7.3	2024	4	2026-04-02 11:52:28+00	borsdata	%
1	72	9.5	2025	1	2026-04-02 11:52:28+00	borsdata	%
1	72	-1.6	2025	2	2026-04-02 11:52:28+00	borsdata	%
1	72	6.1	2025	3	2026-04-02 11:52:28+00	borsdata	%
1	72	3.4	2025	4	2026-04-02 11:52:28+00	borsdata	%
1	75	-5.8	2023	3	2026-04-02 11:52:28+00	borsdata	%
1	75	16.7	2023	4	2026-04-02 11:52:28+00	borsdata	%
1	75	-2.0	2024	1	2026-04-02 11:52:28+00	borsdata	%
1	75	33.7	2024	2	2026-04-02 11:52:28+00	borsdata	%
1	75	-7.7	2024	3	2026-04-02 11:52:28+00	borsdata	%
1	75	22.5	2024	4	2026-04-02 11:52:28+00	borsdata	%
1	75	-5.2	2025	1	2026-04-02 11:52:28+00	borsdata	%
1	75	28.8	2025	2	2026-04-02 11:52:28+00	borsdata	%
1	75	-6.5	2025	3	2026-04-02 11:52:28+00	borsdata	%
1	75	13.7	2025	4	2026-04-02 11:52:28+00	borsdata	%
1	21	-65.0	2023	3	2026-04-02 11:52:28+00	borsdata	%
1	21	21.8	2023	4	2026-04-02 11:52:28+00	borsdata	%
1	21	-213.3	2024	1	2026-04-02 11:52:28+00	borsdata	%
1	21	6.8	2024	2	2026-04-02 11:52:28+00	borsdata	%
1	21	-16.8	2024	3	2026-04-02 11:52:28+00	borsdata	%
1	21	3.5	2024	4	2026-04-02 11:52:28+00	borsdata	%
1	21	-26.9	2025	1	2026-04-02 11:52:28+00	borsdata	%
1	21	8.8	2025	2	2026-04-02 11:52:28+00	borsdata	%
1	21	-30.3	2025	3	2026-04-02 11:52:28+00	borsdata	%
1	21	27.4	2025	4	2026-04-02 11:52:28+00	borsdata	%
1	28	-9.6	2023	3	2026-04-02 11:52:28+00	borsdata	%
1	28	13.1	2023	4	2026-04-02 11:52:28+00	borsdata	%
1	28	-6.3	2024	1	2026-04-02 11:52:28+00	borsdata	%
1	28	31.4	2024	2	2026-04-02 11:52:28+00	borsdata	%
1	28	-9.0	2024	3	2026-04-02 11:52:28+00	borsdata	%
1	28	21.7	2024	4	2026-04-02 11:52:28+00	borsdata	%
1	28	-6.7	2025	1	2026-04-02 11:52:28+00	borsdata	%
1	28	26.2	2025	2	2026-04-02 11:52:28+00	borsdata	%
1	28	-8.5	2025	3	2026-04-02 11:52:28+00	borsdata	%
1	28	10.0	2025	4	2026-04-02 11:52:28+00	borsdata	%
1	106	0.0	2023	3	2026-04-02 11:52:28+00	borsdata	%
1	106	68.4	2023	4	2026-04-02 11:52:28+00	borsdata	%
1	106	32.4	2024	1	2026-04-02 11:52:28+00	borsdata	%
1	106	24.6	2024	2	2026-04-02 11:52:28+00	borsdata	%
1	106	24.3	2024	3	2026-04-02 11:52:28+00	borsdata	%
1	106	0.0	2024	4	2026-04-02 11:52:28+00	borsdata	%
1	106	0.0	2025	1	2026-04-02 11:52:28+00	borsdata	%
1	106	0.0	2025	2	2026-04-02 11:52:28+00	borsdata	%
1	106	0.0	2025	3	2026-04-02 11:52:28+00	borsdata	%
1	106	0.0	2025	4	2026-04-02 11:52:28+00	borsdata	%
1	111	-12.5	2023	3	2026-04-02 11:52:28+00	borsdata	%
1	111	10.5	2023	4	2026-04-02 11:52:28+00	borsdata	%
1	111	-11.3	2024	1	2026-04-02 11:52:28+00	borsdata	%
1	111	29.9	2024	2	2026-04-02 11:52:28+00	borsdata	%
1	111	-12.3	2024	3	2026-04-02 11:52:28+00	borsdata	%
1	111	11.4	2024	4	2026-04-02 11:52:28+00	borsdata	%
1	111	-9.8	2025	1	2026-04-02 11:52:28+00	borsdata	%
1	111	24.1	2025	2	2026-04-02 11:52:28+00	borsdata	%
1	111	-11.6	2025	3	2026-04-02 11:52:28+00	borsdata	%
1	111	7.3	2025	4	2026-04-02 11:52:28+00	borsdata	%
1	4	12.55	2023	3	2026-04-02 11:52:28+00	borsdata	SEK
1	4	16.80	2023	4	2026-04-02 11:52:28+00	borsdata	SEK
1	4	16.64	2024	1	2026-04-02 11:52:28+00	borsdata	SEK
1	4	25.00	2024	2	2026-04-02 11:52:28+00	borsdata	SEK
1	4	29.35	2024	3	2026-04-02 11:52:28+00	borsdata	SEK
1	4	36.15	2024	4	2026-04-02 11:52:28+00	borsdata	SEK
1	4	39.44	2025	1	2026-04-02 11:52:28+00	borsdata	SEK
1	4	57.30	2025	2	2026-04-02 11:52:28+00	borsdata	SEK
1	4	101.00	2025	3	2026-04-02 11:52:28+00	borsdata	SEK
1	4	76.90	2025	4	2026-04-02 11:52:28+00	borsdata	SEK
1	2	15.05	2023	3	2026-04-02 11:52:28+00	borsdata	SEK
1	2	18.00	2023	4	2026-04-02 11:52:28+00	borsdata	SEK
1	2	18.35	2024	1	2026-04-02 11:52:28+00	borsdata	SEK
1	2	25.80	2024	2	2026-04-02 11:52:28+00	borsdata	SEK
1	2	29.90	2024	3	2026-04-02 11:52:28+00	borsdata	SEK
1	2	41.00	2024	4	2026-04-02 11:52:28+00	borsdata	SEK
1	2	41.00	2025	1	2026-04-02 11:52:28+00	borsdata	SEK
1	2	59.40	2025	2	2026-04-02 11:52:28+00	borsdata	SEK
1	2	110.00	2025	3	2026-04-02 11:52:28+00	borsdata	SEK
1	2	135.60	2025	4	2026-04-02 11:52:28+00	borsdata	SEK
1	3	9.14	2023	3	2026-04-02 11:52:28+00	borsdata	SEK
1	3	12.05	2023	4	2026-04-02 11:52:28+00	borsdata	SEK
1	3	14.28	2024	1	2026-04-02 11:52:28+00	borsdata	SEK
1	3	14.28	2024	2	2026-04-02 11:52:28+00	borsdata	SEK
1	3	23.20	2024	3	2026-04-02 11:52:28+00	borsdata	SEK
1	3	26.15	2024	4	2026-04-02 11:52:28+00	borsdata	SEK
1	3	28.56	2025	1	2026-04-02 11:52:28+00	borsdata	SEK
1	3	36.59	2025	2	2026-04-02 11:52:28+00	borsdata	SEK
1	3	60.50	2025	3	2026-04-02 11:52:28+00	borsdata	SEK
1	3	63.50	2025	4	2026-04-02 11:52:28+00	borsdata	SEK
1	66	236.4	2023	3	2026-04-02 12:39:04+00	report	MSEK
1	53	-116.6	2023	3	2026-04-02 12:39:04+00	report	MSEK
1	20	119.8	2023	3	2026-04-02 12:39:04+00	report	MSEK
1	19	50.7	2023	3	2026-04-02 12:39:04+00	report	%
1	55	-33.7	2023	3	2026-04-02 12:39:04+00	report	MSEK
1	62	-21.1	2023	3	2026-04-02 12:39:04+00	report	MSEK
1	1	-52.1	2023	3	2026-04-02 12:39:04+00	report	MSEK
1	86	12.8	2023	3	2026-04-02 12:39:04+00	report	MSEK
1	85	5.4	2023	3	2026-04-02 12:39:04+00	report	%
1	32	-3.5	2023	3	2026-04-02 12:39:04+00	report	MSEK
1	81	9.3	2023	3	2026-04-02 12:39:04+00	report	MSEK
1	87	-0.2	2023	3	2026-04-02 12:39:04+00	report	MSEK
1	80	9.1	2023	3	2026-04-02 12:39:04+00	report	MSEK
1	82	0.3	2023	3	2026-04-02 12:39:04+00	report	SEK
1	107	30.0	2023	3	2026-04-02 12:39:04+00	report	Milj
1	37	39.7	2023	3	2026-04-02 12:39:04+00	report	MSEK
1	114	24.1	2023	3	2026-04-02 12:39:04+00	report	MSEK
1	64	12.8	2023	3	2026-04-02 12:39:04+00	report	MSEK
1	74	275.2	2023	3	2026-04-02 12:39:04+00	report	MSEK
1	104	74.8	2023	3	2026-04-02 12:39:04+00	report	MSEK
1	22	8.0	2023	3	2026-04-02 12:39:04+00	report	MSEK
1	94	434.7	2023	3	2026-04-02 12:39:04+00	report	MSEK
1	108	207.0	2023	3	2026-04-02 12:39:04+00	report	MSEK
1	52	53.8	2023	3	2026-04-02 12:39:04+00	report	MSEK
1	60	120.4	2023	3	2026-04-02 12:39:04+00	report	MSEK
1	99	381.1	2023	3	2026-04-02 12:39:04+00	report	MSEK
1	100	815.8	2023	3	2026-04-02 12:39:04+00	report	MSEK
1	95	158.7	2023	3	2026-04-02 12:39:04+00	report	MSEK
1	18	0.0	2023	3	2026-04-02 12:39:04+00	report	MSEK
1	58	203.5	2023	3	2026-04-02 12:39:04+00	report	MSEK
1	98	203.5	2023	3	2026-04-02 12:39:04+00	report	MSEK
1	57	86.9	2023	3	2026-04-02 12:39:04+00	report	MSEK
1	59	119.3	2023	3	2026-04-02 12:39:04+00	report	MSEK
1	115	103.2	2023	3	2026-04-02 12:39:04+00	report	MSEK
1	103	144.2	2023	3	2026-04-02 12:39:04+00	report	MSEK
1	97	453.6	2023	3	2026-04-02 12:39:04+00	report	MSEK
1	96	815.8	2023	3	2026-04-02 12:39:04+00	report	MSEK
1	47	20.6	2023	3	2026-04-02 12:39:04+00	report	MSEK
1	35	-34.4	2023	3	2026-04-02 12:39:04+00	report	MSEK
1	46	-13.8	2023	3	2026-04-02 12:39:04+00	report	MSEK
1	40	-8.9	2023	3	2026-04-02 12:39:04+00	report	MSEK
1	49	-8.9	2023	3	2026-04-02 12:39:04+00	report	MSEK
1	48	-7.1	2023	3	2026-04-02 12:39:04+00	report	MSEK
1	77	-29.7	2023	3	2026-04-02 12:39:04+00	report	MSEK
1	71	-16.9	2023	3	2026-04-02 12:39:04+00	report	%
1	83	34.3	2023	3	2026-04-02 12:39:04+00	report	%
1	54	18.1	2023	3	2026-04-02 12:39:04+00	report	%
1	34	39.4	2023	3	2026-04-02 12:39:04+00	report	%
1	56	14.3	2023	3	2026-04-02 12:39:04+00	report	%
1	63	8.9	2023	3	2026-04-02 12:39:04+00	report	%
1	7	1032	2023	3	2026-04-02 12:39:04+00	report	st
1	9	18956	2023	3	2026-04-02 12:39:04+00	report	st
1	10	393	2023	3	2026-04-02 12:39:04+00	report	st
1	36	817	2023	3	2026-04-02 12:39:04+00	report	SEK
1	50	2.1	2023	3	2026-04-02 12:39:04+00	report	%
1	8	148	2023	3	2026-04-02 12:39:04+00	report	st
1	5	59	2023	3	2026-04-02 12:39:04+00	report	%
1	16	-0.8	2023	3	2026-04-02 12:39:04+00	report	MSEK
1	15	-2.6	2023	3	2026-04-02 12:39:04+00	report	MSEK
1	14	-3.3	2023	3	2026-04-02 12:39:04+00	report	MSEK
1	17	-8.5	2023	3	2026-04-02 12:39:04+00	report	MSEK
1	13	-11.8	2023	3	2026-04-02 12:39:04+00	report	MSEK
1	68	120.8	2023	3	2026-04-02 12:39:04+00	report	MSEK
1	67	233.7	2023	3	2026-04-02 12:39:04+00	report	MSEK
1	69	2.7	2023	3	2026-04-02 12:39:04+00	report	MSEK
1	66	301.6	2023	4	2026-04-02 12:39:04+00	report	MSEK
1	53	-150.7	2023	4	2026-04-02 12:39:04+00	report	MSEK
1	20	150.9	2023	4	2026-04-02 12:39:04+00	report	MSEK
1	19	50.0	2023	4	2026-04-02 12:39:04+00	report	%
1	55	-45.6	2023	4	2026-04-02 12:39:04+00	report	MSEK
1	62	-26.0	2023	4	2026-04-02 12:39:04+00	report	MSEK
1	1	-55.3	2023	4	2026-04-02 12:39:04+00	report	MSEK
1	86	24.0	2023	4	2026-04-02 12:39:04+00	report	MSEK
1	85	8.0	2023	4	2026-04-02 12:39:04+00	report	%
1	32	-4.6	2023	4	2026-04-02 12:39:04+00	report	MSEK
1	81	19.4	2023	4	2026-04-02 12:39:04+00	report	MSEK
1	87	0.3	2023	4	2026-04-02 12:39:04+00	report	MSEK
1	80	19.7	2023	4	2026-04-02 12:39:04+00	report	MSEK
1	82	0.66	2023	4	2026-04-02 12:39:04+00	report	SEK
1	107	30.0	2023	4	2026-04-02 12:39:04+00	report	Milj
1	37	39.7	2023	4	2026-04-02 12:39:04+00	report	MSEK
1	114	28.0	2023	4	2026-04-02 12:39:04+00	report	MSEK
1	64	16.3	2023	4	2026-04-02 12:39:04+00	report	MSEK
1	74	267.0	2023	4	2026-04-02 12:39:04+00	report	MSEK
1	104	75.1	2023	4	2026-04-02 12:39:04+00	report	MSEK
1	22	8.0	2023	4	2026-04-02 12:39:04+00	report	MSEK
1	94	434.2	2023	4	2026-04-02 12:39:04+00	report	MSEK
1	108	152.3	2023	4	2026-04-02 12:39:04+00	report	MSEK
1	52	62.3	2023	4	2026-04-02 12:39:04+00	report	MSEK
1	60	151.1	2023	4	2026-04-02 12:39:04+00	report	MSEK
1	99	365.7	2023	4	2026-04-02 12:39:04+00	report	MSEK
1	100	799.8	2023	4	2026-04-02 12:39:04+00	report	MSEK
1	95	178.6	2023	4	2026-04-02 12:39:04+00	report	MSEK
1	18	0.0	2023	4	2026-04-02 12:39:04+00	report	MSEK
1	58	183.3	2023	4	2026-04-02 12:39:04+00	report	MSEK
1	98	183.3	2023	4	2026-04-02 12:39:04+00	report	MSEK
1	57	100.3	2023	4	2026-04-02 12:39:04+00	report	MSEK
1	59	90.4	2023	4	2026-04-02 12:39:04+00	report	MSEK
1	115	110.4	2023	4	2026-04-02 12:39:04+00	report	MSEK
1	103	136.8	2023	4	2026-04-02 12:39:04+00	report	MSEK
1	97	438.0	2023	4	2026-04-02 12:39:04+00	report	MSEK
1	96	799.8	2023	4	2026-04-02 12:39:04+00	report	MSEK
1	47	36.8	2023	4	2026-04-02 12:39:04+00	report	MSEK
1	35	13.6	2023	4	2026-04-02 12:39:04+00	report	MSEK
1	46	50.4	2023	4	2026-04-02 12:39:04+00	report	MSEK
1	40	-11.0	2023	4	2026-04-02 12:39:04+00	report	MSEK
1	49	-11.0	2023	4	2026-04-02 12:39:04+00	report	MSEK
1	48	-7.8	2023	4	2026-04-02 12:39:04+00	report	MSEK
1	77	31.6	2023	4	2026-04-02 12:39:04+00	report	MSEK
1	71	-22.1	2023	4	2026-04-02 12:39:04+00	report	%
1	83	33.0	2023	4	2026-04-02 12:39:04+00	report	%
1	54	14.4	2023	4	2026-04-02 12:39:04+00	report	%
1	34	36.3	2023	4	2026-04-02 12:39:04+00	report	%
1	56	15.1	2023	4	2026-04-02 12:39:04+00	report	%
1	63	8.6	2023	4	2026-04-02 12:39:04+00	report	%
1	7	973	2023	4	2026-04-02 12:39:04+00	report	st
1	9	23736	2023	4	2026-04-02 12:39:04+00	report	st
1	10	512	2023	4	2026-04-02 12:39:04+00	report	st
1	36	771	2023	4	2026-04-02 12:39:04+00	report	SEK
1	50	2.2	2023	4	2026-04-02 12:39:04+00	report	%
1	8	153	2023	4	2026-04-02 12:39:04+00	report	st
1	5	62	2023	4	2026-04-02 12:39:04+00	report	%
1	16	-1.2	2023	4	2026-04-02 12:39:04+00	report	MSEK
1	15	-2.3	2023	4	2026-04-02 12:39:04+00	report	MSEK
1	14	-3.5	2023	4	2026-04-02 12:39:04+00	report	MSEK
1	17	-9.3	2023	4	2026-04-02 12:39:04+00	report	MSEK
1	13	-12.8	2023	4	2026-04-02 12:39:04+00	report	MSEK
1	68	158.0	2023	4	2026-04-02 12:39:04+00	report	MSEK
1	67	297.5	2023	4	2026-04-02 12:39:04+00	report	MSEK
1	69	4.2	2023	4	2026-04-02 12:39:04+00	report	MSEK
1	66	222.2	2024	1	2026-04-02 12:39:04+00	report	MSEK
1	53	-113.1	2024	1	2026-04-02 12:39:04+00	report	MSEK
1	20	109.1	2024	1	2026-04-02 12:39:04+00	report	MSEK
1	19	49.1	2024	1	2026-04-02 12:39:04+00	report	%
1	55	-32.4	2024	1	2026-04-02 12:39:04+00	report	MSEK
1	62	-21.3	2024	1	2026-04-02 12:39:04+00	report	MSEK
1	1	-54.1	2024	1	2026-04-02 12:39:04+00	report	MSEK
1	86	1.4	2024	1	2026-04-02 12:39:04+00	report	MSEK
1	85	0.6	2024	1	2026-04-02 12:39:04+00	report	%
1	32	-3.6	2024	1	2026-04-02 12:39:04+00	report	MSEK
1	81	-2.2	2024	1	2026-04-02 12:39:04+00	report	MSEK
1	87	0.3	2024	1	2026-04-02 12:39:04+00	report	MSEK
1	80	-1.9	2024	1	2026-04-02 12:39:04+00	report	MSEK
1	82	-0.06	2024	1	2026-04-02 12:39:04+00	report	SEK
1	107	30.0	2024	1	2026-04-02 12:39:04+00	report	Milj
1	37	39.7	2024	1	2026-04-02 12:39:04+00	report	MSEK
1	114	34.6	2024	1	2026-04-02 12:39:04+00	report	MSEK
1	64	15.9	2024	1	2026-04-02 12:39:04+00	report	MSEK
1	74	257.9	2024	1	2026-04-02 12:39:04+00	report	MSEK
1	104	75.4	2024	1	2026-04-02 12:39:04+00	report	MSEK
1	22	11.2	2024	1	2026-04-02 12:39:04+00	report	MSEK
1	94	434.8	2024	1	2026-04-02 12:39:04+00	report	MSEK
1	108	174.5	2024	1	2026-04-02 12:39:04+00	report	MSEK
1	52	65.6	2024	1	2026-04-02 12:39:04+00	report	MSEK
1	60	126.0	2024	1	2026-04-02 12:39:04+00	report	MSEK
1	99	366.0	2024	1	2026-04-02 12:39:04+00	report	MSEK
1	100	800.8	2024	1	2026-04-02 12:39:04+00	report	MSEK
1	95	176.6	2024	1	2026-04-02 12:39:04+00	report	MSEK
1	18	0.0	2024	1	2026-04-02 12:39:04+00	report	MSEK
1	58	177.8	2024	1	2026-04-02 12:39:04+00	report	MSEK
1	98	177.8	2024	1	2026-04-02 12:39:04+00	report	MSEK
1	57	98.3	2024	1	2026-04-02 12:39:04+00	report	MSEK
1	59	105.1	2024	1	2026-04-02 12:39:04+00	report	MSEK
1	115	102.9	2024	1	2026-04-02 12:39:04+00	report	MSEK
1	103	140.1	2024	1	2026-04-02 12:39:04+00	report	MSEK
1	97	446.5	2024	1	2026-04-02 12:39:04+00	report	MSEK
1	96	800.8	2024	1	2026-04-02 12:39:04+00	report	MSEK
1	47	11.7	2024	1	2026-04-02 12:39:04+00	report	MSEK
1	35	-16.2	2024	1	2026-04-02 12:39:04+00	report	MSEK
1	46	-4.5	2024	1	2026-04-02 12:39:04+00	report	MSEK
1	40	-9.6	2024	1	2026-04-02 12:39:04+00	report	MSEK
1	49	-9.6	2024	1	2026-04-02 12:39:04+00	report	MSEK
1	48	-11.0	2024	1	2026-04-02 12:39:04+00	report	MSEK
1	77	-25.1	2024	1	2026-04-02 12:39:04+00	report	MSEK
1	71	-5.1	2024	1	2026-04-02 12:39:04+00	report	%
1	83	33.4	2024	1	2026-04-02 12:39:04+00	report	%
1	54	16.6	2024	1	2026-04-02 12:39:04+00	report	%
1	34	39.9	2024	1	2026-04-02 12:39:04+00	report	%
1	56	14.6	2024	1	2026-04-02 12:39:04+00	report	%
1	63	9.6	2024	1	2026-04-02 12:39:04+00	report	%
1	7	943	2024	1	2026-04-02 12:39:04+00	report	st
1	9	19008	2024	1	2026-04-02 12:39:04+00	report	st
1	10	369	2024	1	2026-04-02 12:39:04+00	report	st
1	36	810	2024	1	2026-04-02 12:39:04+00	report	SEK
1	50	1.9	2024	1	2026-04-02 12:39:04+00	report	%
1	8	150	2024	1	2026-04-02 12:39:04+00	report	st
1	5	62	2024	1	2026-04-02 12:39:04+00	report	%
1	16	-1.2	2024	1	2026-04-02 12:39:04+00	report	MSEK
1	15	-2.2	2024	1	2026-04-02 12:39:04+00	report	MSEK
1	14	-3.4	2024	1	2026-04-02 12:39:04+00	report	MSEK
1	17	-9.3	2024	1	2026-04-02 12:39:04+00	report	MSEK
1	13	-12.7	2024	1	2026-04-02 12:39:04+00	report	MSEK
1	68	112.6	2024	1	2026-04-02 12:39:04+00	report	MSEK
1	67	219.2	2024	1	2026-04-02 12:39:04+00	report	MSEK
1	69	3.0	2024	1	2026-04-02 12:39:04+00	report	MSEK
1	66	314.1	2024	2	2026-04-02 12:39:04+00	report	MSEK
1	53	-142.2	2024	2	2026-04-02 12:39:04+00	report	MSEK
1	20	171.9	2024	2	2026-04-02 12:39:04+00	report	MSEK
1	19	54.7	2024	2	2026-04-02 12:39:04+00	report	%
1	55	-42.1	2024	2	2026-04-02 12:39:04+00	report	MSEK
1	62	-40.9	2024	2	2026-04-02 12:39:04+00	report	MSEK
1	1	-58.5	2024	2	2026-04-02 12:39:04+00	report	MSEK
1	86	30.5	2024	2	2026-04-02 12:39:04+00	report	MSEK
1	85	9.7	2024	2	2026-04-02 12:39:04+00	report	%
1	32	-4.0	2024	2	2026-04-02 12:39:04+00	report	MSEK
1	81	26.4	2024	2	2026-04-02 12:39:04+00	report	MSEK
1	87	0.3	2024	2	2026-04-02 12:39:04+00	report	MSEK
1	80	26.7	2024	2	2026-04-02 12:39:04+00	report	MSEK
1	82	0.89	2024	2	2026-04-02 12:39:04+00	report	SEK
1	107	30.0	2024	2	2026-04-02 12:39:04+00	report	Milj
1	37	39.7	2024	2	2026-04-02 12:39:04+00	report	MSEK
1	114	39.6	2024	2	2026-04-02 12:39:04+00	report	MSEK
1	64	14.6	2024	2	2026-04-02 12:39:04+00	report	MSEK
1	74	248.9	2024	2	2026-04-02 12:39:04+00	report	MSEK
