companyid	attribute_id	value	fiscial_year	quarter	date_inserted	source	unit
1	104	75.7	2024	2	2026-04-02 12:39:04+00	report	MSEK
1	22	8.0	2024	2	2026-04-02 12:39:04+00	report	MSEK
1	94	426.6	2024	2	2026-04-02 12:39:04+00	report	MSEK
1	108	155.8	2024	2	2026-04-02 12:39:04+00	report	MSEK
1	52	52.2	2024	2	2026-04-02 12:39:04+00	report	MSEK
1	60	219.9	2024	2	2026-04-02 12:39:04+00	report	MSEK
1	99	427.9	2024	2	2026-04-02 12:39:04+00	report	MSEK
1	100	854.5	2024	2	2026-04-02 12:39:04+00	report	MSEK
1	95	203.3	2024	2	2026-04-02 12:39:04+00	report	MSEK
1	18	0.0	2024	2	2026-04-02 12:39:04+00	report	MSEK
1	58	172.2	2024	2	2026-04-02 12:39:04+00	report	MSEK
1	98	172.2	2024	2	2026-04-02 12:39:04+00	report	MSEK
1	57	96.2	2024	2	2026-04-02 12:39:04+00	report	MSEK
1	59	123.7	2024	2	2026-04-02 12:39:04+00	report	MSEK
1	115	110.2	2024	2	2026-04-02 12:39:04+00	report	MSEK
1	103	148.9	2024	2	2026-04-02 12:39:04+00	report	MSEK
1	97	478.9	2024	2	2026-04-02 12:39:04+00	report	MSEK
1	96	854.5	2024	2	2026-04-02 12:39:04+00	report	MSEK
1	47	38.4	2024	2	2026-04-02 12:39:04+00	report	MSEK
1	35	67.4	2024	2	2026-04-02 12:39:04+00	report	MSEK
1	46	105.8	2024	2	2026-04-02 12:39:04+00	report	MSEK
1	40	-7.2	2024	2	2026-04-02 12:39:04+00	report	MSEK
1	49	-7.2	2024	2	2026-04-02 12:39:04+00	report	MSEK
1	48	-4.7	2024	2	2026-04-02 12:39:04+00	report	MSEK
1	77	93.9	2024	2	2026-04-02 12:39:04+00	report	MSEK
1	71	8.8	2024	2	2026-04-02 12:39:04+00	report	%
1	83	31.3	2024	2	2026-04-02 12:39:04+00	report	%
1	54	14.5	2024	2	2026-04-02 12:39:04+00	report	%
1	34	43.8	2024	2	2026-04-02 12:39:04+00	report	%
1	56	13.4	2024	2	2026-04-02 12:39:04+00	report	%
1	63	13.0	2024	2	2026-04-02 12:39:04+00	report	%
1	7	926	2024	2	2026-04-02 12:39:04+00	report	st
1	9	24826	2024	2	2026-04-02 12:39:04+00	report	st
1	10	502	2024	2	2026-04-02 12:39:04+00	report	st
1	36	809	2024	2	2026-04-02 12:39:04+00	report	SEK
1	50	2.0	2024	2	2026-04-02 12:39:04+00	report	%
1	8	151	2024	2	2026-04-02 12:39:04+00	report	st
1	5	60	2024	2	2026-04-02 12:39:04+00	report	%
1	16	-1.3	2024	2	2026-04-02 12:39:04+00	report	MSEK
1	15	-2.2	2024	2	2026-04-02 12:39:04+00	report	MSEK
1	14	-3.5	2024	2	2026-04-02 12:39:04+00	report	MSEK
1	17	-9.3	2024	2	2026-04-02 12:39:04+00	report	MSEK
1	13	-12.8	2024	2	2026-04-02 12:39:04+00	report	MSEK
1	68	163.6	2024	2	2026-04-02 12:39:04+00	report	MSEK
1	67	310.9	2024	2	2026-04-02 12:39:04+00	report	MSEK
1	69	3.1	2024	2	2026-04-02 12:39:04+00	report	MSEK
1	66	239.6	2024	3	2026-04-02 12:39:04+00	report	MSEK
1	53	-109.0	2024	3	2026-04-02 12:39:04+00	report	MSEK
1	20	130.7	2024	3	2026-04-02 12:39:04+00	report	MSEK
1	19	54.5	2024	3	2026-04-02 12:39:04+00	report	%
1	55	-28.0	2024	3	2026-04-02 12:39:04+00	report	MSEK
1	62	-23.8	2024	3	2026-04-02 12:39:04+00	report	MSEK
1	1	-53.8	2024	3	2026-04-02 12:39:04+00	report	MSEK
1	86	25.1	2024	3	2026-04-02 12:39:04+00	report	MSEK
1	85	10.5	2024	3	2026-04-02 12:39:04+00	report	%
1	32	-3.1	2024	3	2026-04-02 12:39:04+00	report	MSEK
1	81	22.0	2024	3	2026-04-02 12:39:04+00	report	MSEK
1	87	0.3	2024	3	2026-04-02 12:39:04+00	report	MSEK
1	80	22.3	2024	3	2026-04-02 12:39:04+00	report	MSEK
1	82	0.74	2024	3	2026-04-02 12:39:04+00	report	SEK
1	107	30.0	2024	3	2026-04-02 12:39:04+00	report	Milj
1	37	39.7	2024	3	2026-04-02 12:39:04+00	report	MSEK
1	114	39.9	2024	3	2026-04-02 12:39:04+00	report	MSEK
1	64	13.4	2024	3	2026-04-02 12:39:04+00	report	MSEK
1	74	239.7	2024	3	2026-04-02 12:39:04+00	report	MSEK
1	104	76.0	2024	3	2026-04-02 12:39:04+00	report	MSEK
1	22	8.0	2024	3	2026-04-02 12:39:04+00	report	MSEK
1	94	416.7	2024	3	2026-04-02 12:39:04+00	report	MSEK
1	108	186.8	2024	3	2026-04-02 12:39:04+00	report	MSEK
1	52	41.9	2024	3	2026-04-02 12:39:04+00	report	MSEK
1	60	190.4	2024	3	2026-04-02 12:39:04+00	report	MSEK
1	99	419.1	2024	3	2026-04-02 12:39:04+00	report	MSEK
1	100	835.8	2024	3	2026-04-02 12:39:04+00	report	MSEK
1	95	225.7	2024	3	2026-04-02 12:39:04+00	report	MSEK
1	18	0.0	2024	3	2026-04-02 12:39:04+00	report	MSEK
1	116	69.6	2024	3	2026-04-02 12:39:04+00	report	MSEK
1	58	166.6	2024	3	2026-04-02 12:39:04+00	report	MSEK
1	98	236.2	2024	3	2026-04-02 12:39:04+00	report	MSEK
1	57	94.0	2024	3	2026-04-02 12:39:04+00	report	MSEK
1	59	115.7	2024	3	2026-04-02 12:39:04+00	report	MSEK
1	115	46.8	2024	3	2026-04-02 12:39:04+00	report	MSEK
1	103	117.4	2024	3	2026-04-02 12:39:04+00	report	MSEK
1	97	373.9	2024	3	2026-04-02 12:39:04+00	report	MSEK
1	96	835.8	2024	3	2026-04-02 12:39:04+00	report	MSEK
1	47	34.7	2024	3	2026-04-02 12:39:04+00	report	MSEK
1	35	-53.2	2024	3	2026-04-02 12:39:04+00	report	MSEK
1	46	-18.5	2024	3	2026-04-02 12:39:04+00	report	MSEK
1	40	-3.1	2024	3	2026-04-02 12:39:04+00	report	MSEK
1	49	-3.1	2024	3	2026-04-02 12:39:04+00	report	MSEK
1	48	-7.9	2024	3	2026-04-02 12:39:04+00	report	MSEK
1	77	-29.5	2024	3	2026-04-02 12:39:04+00	report	MSEK
1	71	1.4	2024	3	2026-04-02 12:39:04+00	report	%
1	83	27.1	2024	3	2026-04-02 12:39:04+00	report	%
1	54	17.3	2024	3	2026-04-02 12:39:04+00	report	%
1	34	45.2	2024	3	2026-04-02 12:39:04+00	report	%
1	56	11.7	2024	3	2026-04-02 12:39:04+00	report	%
1	63	9.9	2024	3	2026-04-02 12:39:04+00	report	%
1	7	911	2024	3	2026-04-02 12:39:04+00	report	st
1	9	19186	2024	3	2026-04-02 12:39:04+00	report	st
1	10	352	2024	3	2026-04-02 12:39:04+00	report	st
1	36	832	2024	3	2026-04-02 12:39:04+00	report	SEK
1	50	1.8	2024	3	2026-04-02 12:39:04+00	report	%
1	8	151	2024	3	2026-04-02 12:39:04+00	report	st
1	5	64	2024	3	2026-04-02 12:39:04+00	report	%
1	16	-1.2	2024	3	2026-04-02 12:39:04+00	report	MSEK
1	15	-2.7	2024	3	2026-04-02 12:39:04+00	report	MSEK
1	14	-3.9	2024	3	2026-04-02 12:39:04+00	report	MSEK
1	17	-9.3	2024	3	2026-04-02 12:39:04+00	report	MSEK
1	13	-13.2	2024	3	2026-04-02 12:39:04+00	report	MSEK
1	68	122.7	2024	3	2026-04-02 12:39:04+00	report	MSEK
1	67	235.0	2024	3	2026-04-02 12:39:04+00	report	MSEK
1	69	4.6	2024	3	2026-04-02 12:39:04+00	report	MSEK
1	66	318.4	2024	4	2026-04-02 12:39:04+00	report	MSEK
1	53	-148.7	2024	4	2026-04-02 12:39:04+00	report	MSEK
1	20	169.7	2024	4	2026-04-02 12:39:04+00	report	MSEK
1	19	53.3	2024	4	2026-04-02 12:39:04+00	report	%
1	55	-40.5	2024	4	2026-04-02 12:39:04+00	report	MSEK
1	62	-31.0	2024	4	2026-04-02 12:39:04+00	report	MSEK
1	1	-61.9	2024	4	2026-04-02 12:39:04+00	report	MSEK
1	86	36.2	2024	4	2026-04-02 12:39:04+00	report	MSEK
1	85	11.4	2024	4	2026-04-02 12:39:04+00	report	%
1	32	-0.1	2024	4	2026-04-02 12:39:04+00	report	MSEK
1	81	36.1	2024	4	2026-04-02 12:39:04+00	report	MSEK
1	87	0.2	2024	4	2026-04-02 12:39:04+00	report	MSEK
1	80	36.3	2024	4	2026-04-02 12:39:04+00	report	MSEK
1	82	1.21	2024	4	2026-04-02 12:39:04+00	report	SEK
1	107	30.0	2024	4	2026-04-02 12:39:04+00	report	Milj
1	37	39.7	2024	4	2026-04-02 12:39:04+00	report	MSEK
1	114	38.3	2024	4	2026-04-02 12:39:04+00	report	MSEK
1	64	12.6	2024	4	2026-04-02 12:39:04+00	report	MSEK
1	74	238.4	2024	4	2026-04-02 12:39:04+00	report	MSEK
1	104	76.2	2024	4	2026-04-02 12:39:04+00	report	MSEK
1	22	38.0	2024	4	2026-04-02 12:39:04+00	report	MSEK
1	94	443.3	2024	4	2026-04-02 12:39:04+00	report	MSEK
1	108	172.6	2024	4	2026-04-02 12:39:04+00	report	MSEK
1	52	55.0	2024	4	2026-04-02 12:39:04+00	report	MSEK
1	60	196.9	2024	4	2026-04-02 12:39:04+00	report	MSEK
1	99	424.6	2024	4	2026-04-02 12:39:04+00	report	MSEK
1	100	867.8	2024	4	2026-04-02 12:39:04+00	report	MSEK
1	95	237.1	2024	4	2026-04-02 12:39:04+00	report	MSEK
1	18	0.0	2024	4	2026-04-02 12:39:04+00	report	MSEK
1	116	42.9	2024	4	2026-04-02 12:39:04+00	report	MSEK
1	58	224.6	2024	4	2026-04-02 12:39:04+00	report	MSEK
1	98	267.5	2024	4	2026-04-02 12:39:04+00	report	MSEK
1	57	35.8	2024	4	2026-04-02 12:39:04+00	report	MSEK
1	59	85.4	2024	4	2026-04-02 12:39:04+00	report	MSEK
1	115	81.0	2024	4	2026-04-02 12:39:04+00	report	MSEK
1	103	161.1	2024	4	2026-04-02 12:39:04+00	report	MSEK
1	97	363.3	2024	4	2026-04-02 12:39:04+00	report	MSEK
1	96	867.8	2024	4	2026-04-02 12:39:04+00	report	MSEK
1	47	55.3	2024	4	2026-04-02 12:39:04+00	report	MSEK
1	35	16.5	2024	4	2026-04-02 12:39:04+00	report	MSEK
1	46	71.8	2024	4	2026-04-02 12:39:04+00	report	MSEK
1	40	-2.5	2024	4	2026-04-02 12:39:04+00	report	MSEK
1	49	-2.5	2024	4	2026-04-02 12:39:04+00	report	MSEK
1	48	-32.8	2024	4	2026-04-02 12:39:04+00	report	MSEK
1	77	36.5	2024	4	2026-04-02 12:39:04+00	report	MSEK
1	71	5.5	2024	4	2026-04-02 12:39:04+00	report	%
1	83	27.9	2024	4	2026-04-02 12:39:04+00	report	%
1	54	15.8	2024	4	2026-04-02 12:39:04+00	report	%
1	34	47.2	2024	4	2026-04-02 12:39:04+00	report	%
1	56	12.7	2024	4	2026-04-02 12:39:04+00	report	%
1	63	9.7	2024	4	2026-04-02 12:39:04+00	report	%
1	7	926	2024	4	2026-04-02 12:39:04+00	report	st
1	9	25104	2024	4	2026-04-02 12:39:04+00	report	st
1	10	529	2024	4	2026-04-02 12:39:04+00	report	st
1	36	726	2024	4	2026-04-02 12:39:04+00	report	SEK
1	50	2.1	2024	4	2026-04-02 12:39:04+00	report	%
1	8	150	2024	4	2026-04-02 12:39:04+00	report	st
1	5	64	2024	4	2026-04-02 12:39:04+00	report	%
1	16	-1.0	2024	4	2026-04-02 12:39:04+00	report	MSEK
1	15	-3.8	2024	4	2026-04-02 12:39:04+00	report	MSEK
1	14	-4.8	2024	4	2026-04-02 12:39:04+00	report	MSEK
1	17	-8.9	2024	4	2026-04-02 12:39:04+00	report	MSEK
1	13	-13.7	2024	4	2026-04-02 12:39:04+00	report	MSEK
1	68	160.1	2024	4	2026-04-02 12:39:04+00	report	MSEK
1	67	312.5	2024	4	2026-04-02 12:39:04+00	report	MSEK
1	69	5.9	2024	4	2026-04-02 12:39:04+00	report	MSEK
1	66	247.8	2025	1	2026-04-02 12:39:04+00	report	MSEK
1	53	-119.9	2025	1	2026-04-02 12:39:04+00	report	MSEK
1	20	127.8	2025	1	2026-04-02 12:39:04+00	report	MSEK
1	19	51.6	2025	1	2026-04-02 12:39:04+00	report	%
1	55	-30.3	2025	1	2026-04-02 12:39:04+00	report	MSEK
1	62	-24.4	2025	1	2026-04-02 12:39:04+00	report	MSEK
1	1	-53.1	2025	1	2026-04-02 12:39:04+00	report	MSEK
1	86	19.9	2025	1	2026-04-02 12:39:04+00	report	MSEK
1	85	8.0	2025	1	2026-04-02 12:39:04+00	report	%
1	32	-3.7	2025	1	2026-04-02 12:39:04+00	report	MSEK
1	81	16.2	2025	1	2026-04-02 12:39:04+00	report	MSEK
1	87	0.1	2025	1	2026-04-02 12:39:04+00	report	MSEK
1	80	16.3	2025	1	2026-04-02 12:39:04+00	report	MSEK
1	82	0.54	2025	1	2026-04-02 12:39:04+00	report	SEK
1	107	30.0	2025	1	2026-04-02 12:39:04+00	report	Milj
1	37	39.7	2025	1	2026-04-02 12:39:04+00	report	MSEK
1	114	37.9	2025	1	2026-04-02 12:39:04+00	report	MSEK
1	64	11.7	2025	1	2026-04-02 12:39:04+00	report	MSEK
1	74	230.1	2025	1	2026-04-02 12:39:04+00	report	MSEK
1	104	76.3	2025	1	2026-04-02 12:39:04+00	report	MSEK
1	22	37.0	2025	1	2026-04-02 12:39:04+00	report	MSEK
1	94	432.7	2025	1	2026-04-02 12:39:04+00	report	MSEK
1	108	202.8	2025	1	2026-04-02 12:39:04+00	report	MSEK
1	52	38.4	2025	1	2026-04-02 12:39:04+00	report	MSEK
1	60	172.6	2025	1	2026-04-02 12:39:04+00	report	MSEK
1	99	413.8	2025	1	2026-04-02 12:39:04+00	report	MSEK
1	100	846.5	2025	1	2026-04-02 12:39:04+00	report	MSEK
1	95	253.4	2025	1	2026-04-02 12:39:04+00	report	MSEK
1	18	0.0	2025	1	2026-04-02 12:39:04+00	report	MSEK
1	116	42.9	2025	1	2026-04-02 12:39:04+00	report	MSEK
1	58	217.7	2025	1	2026-04-02 12:39:04+00	report	MSEK
1	98	260.6	2025	1	2026-04-02 12:39:04+00	report	MSEK
1	57	34.9	2025	1	2026-04-02 12:39:04+00	report	MSEK
1	59	111.8	2025	1	2026-04-02 12:39:04+00	report	MSEK
1	115	59.1	2025	1	2026-04-02 12:39:04+00	report	MSEK
1	103	126.8	2025	1	2026-04-02 12:39:04+00	report	MSEK
1	97	332.5	2025	1	2026-04-02 12:39:04+00	report	MSEK
1	96	846.5	2025	1	2026-04-02 12:39:04+00	report	MSEK
1	47	29.4	2025	1	2026-04-02 12:39:04+00	report	MSEK
1	35	-42.4	2025	1	2026-04-02 12:39:04+00	report	MSEK
1	46	-13.0	2025	1	2026-04-02 12:39:04+00	report	MSEK
1	40	-3.5	2025	1	2026-04-02 12:39:04+00	report	MSEK
1	49	-3.5	2025	1	2026-04-02 12:39:04+00	report	MSEK
1	48	-7.7	2025	1	2026-04-02 12:39:04+00	report	MSEK
1	77	-24.2	2025	1	2026-04-02 12:39:04+00	report	MSEK
1	71	11.5	2025	1	2026-04-02 12:39:04+00	report	%
1	83	24.8	2025	1	2026-04-02 12:39:04+00	report	%
1	54	18.1	2025	1	2026-04-02 12:39:04+00	report	%
1	34	50.1	2025	1	2026-04-02 12:39:04+00	report	%
1	56	12.2	2025	1	2026-04-02 12:39:04+00	report	%
1	63	9.9	2025	1	2026-04-02 12:39:04+00	report	%
1	7	928	2025	1	2026-04-02 12:39:04+00	report	st
1	9	21553	2025	1	2026-04-02 12:39:04+00	report	st
1	10	399	2025	1	2026-04-02 12:39:04+00	report	st
1	36	752	2025	1	2026-04-02 12:39:04+00	report	SEK
1	50	1.9	2025	1	2026-04-02 12:39:04+00	report	%
1	8	145	2025	1	2026-04-02 12:39:04+00	report	st
1	5	63	2025	1	2026-04-02 12:39:04+00	report	%
1	16	-1.1	2025	1	2026-04-02 12:39:04+00	report	MSEK
1	15	-3.8	2025	1	2026-04-02 12:39:04+00	report	MSEK
1	14	-4.9	2025	1	2026-04-02 12:39:04+00	report	MSEK
1	17	-8.3	2025	1	2026-04-02 12:39:04+00	report	MSEK
1	13	-13.2	2025	1	2026-04-02 12:39:04+00	report	MSEK
1	68	126.5	2025	1	2026-04-02 12:39:04+00	report	MSEK
1	67	239.8	2025	1	2026-04-02 12:39:04+00	report	MSEK
1	69	7.9	2025	1	2026-04-02 12:39:04+00	report	MSEK
1	66	361.7	2025	2	2026-04-02 12:39:04+00	report	MSEK
1	53	-164.7	2025	2	2026-04-02 12:39:04+00	report	MSEK
1	20	196.9	2025	2	2026-04-02 12:39:04+00	report	MSEK
1	19	54.5	2025	2	2026-04-02 12:39:04+00	report	%
1	55	-42.7	2025	2	2026-04-02 12:39:04+00	report	MSEK
1	62	-36.2	2025	2	2026-04-02 12:39:04+00	report	MSEK
1	1	-62.6	2025	2	2026-04-02 12:39:04+00	report	MSEK
1	86	55.4	2025	2	2026-04-02 12:39:04+00	report	MSEK
1	85	15.3	2025	2	2026-04-02 12:39:04+00	report	%
1	32	-3.0	2025	2	2026-04-02 12:39:04+00	report	MSEK
1	81	52.4	2025	2	2026-04-02 12:39:04+00	report	MSEK
1	87	0.1	2025	2	2026-04-02 12:39:04+00	report	MSEK
1	80	52.4	2025	2	2026-04-02 12:39:04+00	report	MSEK
1	82	1.75	2025	2	2026-04-02 12:39:04+00	report	SEK
1	107	30.0	2025	2	2026-04-02 12:39:04+00	report	Milj
1	37	39.7	2025	2	2026-04-02 12:39:04+00	report	MSEK
1	114	41.7	2025	2	2026-04-02 12:39:04+00	report	MSEK
1	64	12.1	2025	2	2026-04-02 12:39:04+00	report	MSEK
1	74	221.9	2025	2	2026-04-02 12:39:04+00	report	MSEK
1	104	76.4	2025	2	2026-04-02 12:39:04+00	report	MSEK
1	22	37.0	2025	2	2026-04-02 12:39:04+00	report	MSEK
1	94	428.8	2025	2	2026-04-02 12:39:04+00	report	MSEK
1	108	172.0	2025	2	2026-04-02 12:39:04+00	report	MSEK
1	52	53.4	2025	2	2026-04-02 12:39:04+00	report	MSEK
1	60	259.6	2025	2	2026-04-02 12:39:04+00	report	MSEK
1	99	485.0	2025	2	2026-04-02 12:39:04+00	report	MSEK
1	100	913.8	2025	2	2026-04-02 12:39:04+00	report	MSEK
1	95	306.2	2025	2	2026-04-02 12:39:04+00	report	MSEK
1	18	0.0	2025	2	2026-04-02 12:39:04+00	report	MSEK
1	116	37.6	2025	2	2026-04-02 12:39:04+00	report	MSEK
1	58	210.8	2025	2	2026-04-02 12:39:04+00	report	MSEK
1	98	248.4	2025	2	2026-04-02 12:39:04+00	report	MSEK
1	57	33.8	2025	2	2026-04-02 12:39:04+00	report	MSEK
1	59	119.3	2025	2	2026-04-02 12:39:04+00	report	MSEK
1	115	71.2	2025	2	2026-04-02 12:39:04+00	report	MSEK
1	103	135.0	2025	2	2026-04-02 12:39:04+00	report	MSEK
1	97	359.2	2025	2	2026-04-02 12:39:04+00	report	MSEK
1	96	913.8	2025	2	2026-04-02 12:39:04+00	report	MSEK
1	47	64.9	2025	2	2026-04-02 12:39:04+00	report	MSEK
1	35	39.3	2025	2	2026-04-02 12:39:04+00	report	MSEK
1	46	104.1	2025	2	2026-04-02 12:39:04+00	report	MSEK
1	40	-9.2	2025	2	2026-04-02 12:39:04+00	report	MSEK
1	49	-9.2	2025	2	2026-04-02 12:39:04+00	report	MSEK
1	48	-7.9	2025	2	2026-04-02 12:39:04+00	report	MSEK
1	77	87.1	2025	2	2026-04-02 12:39:04+00	report	MSEK
1	71	15.1	2025	2	2026-04-02 12:39:04+00	report	%
1	83	28.4	2025	2	2026-04-02 12:39:04+00	report	%
1	54	14.7	2025	2	2026-04-02 12:39:04+00	report	%
1	34	54.8	2025	2	2026-04-02 12:39:04+00	report	%
1	56	11.8	2025	2	2026-04-02 12:39:04+00	report	%
1	63	10.0	2025	2	2026-04-02 12:39:04+00	report	%
1	7	968	2025	2	2026-04-02 12:39:04+00	report	st
1	9	26925	2025	2	2026-04-02 12:39:04+00	report	st
1	10	574	2025	2	2026-04-02 12:39:04+00	report	st
1	36	754	2025	2	2026-04-02 12:39:04+00	report	SEK
1	50	2.1	2025	2	2026-04-02 12:39:04+00	report	%
1	8	157	2025	2	2026-04-02 12:39:04+00	report	st
1	5	64	2025	2	2026-04-02 12:39:04+00	report	%
1	16	-1.2	2025	2	2026-04-02 12:39:04+00	report	MSEK
1	15	-3.8	2025	2	2026-04-02 12:39:04+00	report	MSEK
1	14	-4.9	2025	2	2026-04-02 12:39:04+00	report	MSEK
1	17	-8.3	2025	2	2026-04-02 12:39:04+00	report	MSEK
1	13	-13.2	2025	2	2026-04-02 12:39:04+00	report	MSEK
1	68	191.4	2025	2	2026-04-02 12:39:04+00	report	MSEK
1	67	352.4	2025	2	2026-04-02 12:39:04+00	report	MSEK
1	69	9.2	2025	2	2026-04-02 12:39:04+00	report	MSEK
1	66	283.7	2025	3	2026-04-02 12:39:04+00	report	MSEK
1	53	-122.5	2025	3	2026-04-02 12:39:04+00	report	MSEK
1	20	161.2	2025	3	2026-04-02 12:39:04+00	report	MSEK
1	19	56.8	2025	3	2026-04-02 12:39:04+00	report	%
1	55	-31.3	2025	3	2026-04-02 12:39:04+00	report	MSEK
1	62	-26.8	2025	3	2026-04-02 12:39:04+00	report	MSEK
1	1	-59.9	2025	3	2026-04-02 12:39:04+00	report	MSEK
1	86	43.3	2025	3	2026-04-02 12:39:04+00	report	MSEK
1	85	15.3	2025	3	2026-04-02 12:39:04+00	report	%
1	29	0.5	2025	3	2026-04-02 12:39:04+00	report	MSEK
1	30	-2.3	2025	3	2026-04-02 12:39:04+00	report	MSEK
1	81	41.5	2025	3	2026-04-02 12:39:04+00	report	MSEK
1	87	0.1	2025	3	2026-04-02 12:39:04+00	report	MSEK
1	80	41.5	2025	3	2026-04-02 12:39:04+00	report	MSEK
1	82	1.38	2025	3	2026-04-02 12:39:04+00	report	SEK
1	107	30.0	2025	3	2026-04-02 12:39:04+00	report	Milj
1	37	39.7	2025	3	2026-04-02 12:39:04+00	report	MSEK
1	114	43.2	2025	3	2026-04-02 12:39:04+00	report	MSEK
1	64	11.1	2025	3	2026-04-02 12:39:04+00	report	MSEK
1	74	263.5	2025	3	2026-04-02 12:39:04+00	report	MSEK
1	104	76.4	2025	3	2026-04-02 12:39:04+00	report	MSEK
1	22	37.1	2025	3	2026-04-02 12:39:04+00	report	MSEK
1	94	471.1	2025	3	2026-04-02 12:39:04+00	report	MSEK
1	108	227.8	2025	3	2026-04-02 12:39:04+00	report	MSEK
1	52	49.3	2025	3	2026-04-02 12:39:04+00	report	MSEK
1	60	226.7	2025	3	2026-04-02 12:39:04+00	report	MSEK
1	99	503.8	2025	3	2026-04-02 12:39:04+00	report	MSEK
1	100	974.9	2025	3	2026-04-02 12:39:04+00	report	MSEK
1	95	347.9	2025	3	2026-04-02 12:39:04+00	report	MSEK
1	18	1.4	2025	3	2026-04-02 12:39:04+00	report	MSEK
1	116	37.5	2025	3	2026-04-02 12:39:04+00	report	MSEK
1	58	247.7	2025	3	2026-04-02 12:39:04+00	report	MSEK
1	98	286.5	2025	3	2026-04-02 12:39:04+00	report	MSEK
1	57	38.9	2025	3	2026-04-02 12:39:04+00	report	MSEK
1	59	137.8	2025	3	2026-04-02 12:39:04+00	report	MSEK
1	115	49.2	2025	3	2026-04-02 12:39:04+00	report	MSEK
1	103	114.5	2025	3	2026-04-02 12:39:04+00	report	MSEK
1	97	340.4	2025	3	2026-04-02 12:39:04+00	report	MSEK
1	96	974.9	2025	3	2026-04-02 12:39:04+00	report	MSEK
1	47	54.0	2025	3	2026-04-02 12:39:04+00	report	MSEK
1	35	-72.5	2025	3	2026-04-02 12:39:04+00	report	MSEK
1	46	-18.5	2025	3	2026-04-02 12:39:04+00	report	MSEK
1	40	-5.6	2025	3	2026-04-02 12:39:04+00	report	MSEK
1	49	-5.6	2025	3	2026-04-02 12:39:04+00	report	MSEK
1	48	-8.7	2025	3	2026-04-02 12:39:04+00	report	MSEK
1	77	-32.8	2025	3	2026-04-02 12:39:04+00	report	MSEK
1	71	18.4	2025	3	2026-04-02 12:39:04+00	report	%
1	83	26.1	2025	3	2026-04-02 12:39:04+00	report	%
1	54	18.8	2025	3	2026-04-02 12:39:04+00	report	%
1	34	62.2	2025	3	2026-04-02 12:39:04+00	report	%
1	56	11.0	2025	3	2026-04-02 12:39:04+00	report	%
1	63	9.4	2025	3	2026-04-02 12:39:04+00	report	%
1	7	1001	2025	3	2026-04-02 12:39:04+00	report	st
1	9	21079	2025	3	2026-04-02 12:39:04+00	report	st
1	10	423	2025	3	2026-04-02 12:39:04+00	report	st
1	36	765	2025	3	2026-04-02 12:39:04+00	report	SEK
1	50	2.0	2025	3	2026-04-02 12:39:04+00	report	%
1	8	169	2025	3	2026-04-02 12:39:04+00	report	st
1	5	65	2025	3	2026-04-02 12:39:04+00	report	%
1	16	-1.0	2025	3	2026-04-02 12:39:04+00	report	MSEK
1	15	-3.8	2025	3	2026-04-02 12:39:04+00	report	MSEK
1	14	-4.8	2025	3	2026-04-02 12:39:04+00	report	MSEK
1	17	-9.1	2025	3	2026-04-02 12:39:04+00	report	MSEK
1	13	-13.9	2025	3	2026-04-02 12:39:04+00	report	MSEK
1	68	142.8	2025	3	2026-04-02 12:39:04+00	report	MSEK
1	67	267.9	2025	3	2026-04-02 12:39:04+00	report	MSEK
1	69	15.8	2025	3	2026-04-02 12:39:04+00	report	MSEK
1	66	370.5	2025	4	2026-04-02 12:39:04+00	report	MSEK
1	53	-170.4	2025	4	2026-04-02 12:39:04+00	report	MSEK
1	20	200.0	2025	4	2026-04-02 12:39:04+00	report	MSEK
1	19	54.0	2025	4	2026-04-02 12:39:04+00	report	%
1	55	-42.3	2025	4	2026-04-02 12:39:04+00	report	MSEK
1	62	-37.3	2025	4	2026-04-02 12:39:04+00	report	MSEK
1	1	-72.6	2025	4	2026-04-02 12:39:04+00	report	MSEK
1	86	47.8	2025	4	2026-04-02 12:39:04+00	report	MSEK
1	85	12.9	2025	4	2026-04-02 12:39:04+00	report	%
1	29	0.8	2025	4	2026-04-02 12:39:04+00	report	MSEK
1	30	-4.2	2025	4	2026-04-02 12:39:04+00	report	MSEK
1	81	44.4	2025	4	2026-04-02 12:39:04+00	report	MSEK
1	87	13.9	2025	4	2026-04-02 12:39:04+00	report	MSEK
1	80	58.3	2025	4	2026-04-02 12:39:04+00	report	MSEK
1	82	1.94	2025	4	2026-04-02 12:39:04+00	report	SEK
1	107	30.0	2025	4	2026-04-02 12:39:04+00	report	Milj
1	37	39.7	2025	4	2026-04-02 12:39:04+00	report	MSEK
1	114	44.3	2025	4	2026-04-02 12:39:04+00	report	MSEK
1	64	18.9	2025	4	2026-04-02 12:39:04+00	report	MSEK
1	74	269.7	2025	4	2026-04-02 12:39:04+00	report	MSEK
1	104	90.4	2025	4	2026-04-02 12:39:04+00	report	MSEK
1	22	37.0	2025	4	2026-04-02 12:39:04+00	report	MSEK
1	94	500.0	2025	4	2026-04-02 12:39:04+00	report	MSEK
1	108	188.2	2025	4	2026-04-02 12:39:04+00	report	MSEK
1	52	47.7	2025	4	2026-04-02 12:39:04+00	report	MSEK
1	60	253.8	2025	4	2026-04-02 12:39:04+00	report	MSEK
1	99	489.7	2025	4	2026-04-02 12:39:04+00	report	MSEK
1	100	989.7	2025	4	2026-04-02 12:39:04+00	report	MSEK
1	95	406.4	2025	4	2026-04-02 12:39:04+00	report	MSEK
